#TFM v1.0.8 by tritical
field = bottom
crc32 = 3df253f2
38368 p - [25]
38369 c - [34]
38370 l + [90]
38371 c - [37]
38372 p - [30]
38373 p - [28]
38374 c - [29]
38375 c - [28]
38376 c - [27]
38377 p - [32]
38378 p - [31]
38379 c - [35]
38380 c - [28]
38381 c - [31]
38382 l + [142]
38383 p - [30]
38384 c - [27]
38385 l + [96]
38386 c - [30]
38387 c - [29]
38388 p - [30]
38389 c - [27]
38390 c - [26]
38391 c - [33]
38392 c - [29]
38393 p - [34]
38394 c - [30]
38395 c - [32]
38396 c - [27]
38397 c - [32]
38398 p - [27]
38399 c - [36]
38400 p - [28]
38401 c - [41]
38402 p - [26]
38403 c - [36]
38404 c - [26]
38405 l + [97]
38406 l + [97]
38407 p - [28]
38408 p - [29]
38409 c - [29]
38410 c - [29]
38411 c - [32]
38412 p - [27]
38413 p - [29]
38414 c - [25]
38415 c - [33]
38416 c - [23]
38417 p - [27]
38418 p - [30]
38419 p - [28]
38420 c - [30]
38421 c - [32]
38422 p - [24]
38423 c - [34]
38424 c - [31]
38425 c - [36]
38426 c - [29]
38427 p - [31]
38428 c - [31]
38429 c - [34]
38430 c - [30]
38431 c - [34]
38432 p - [28]
38433 c - [30]
38434 c - [29]
38435 c - [37]
38436 c - [27]
38437 p - [29]
38438 p - [28]
38439 c - [31]
38440 c - [26]
38441 c - [37]
38442 p - [27]
38443 c - [33]
38444 c - [27]
38445 l + [95]
38446 c - [30]
38447 c - [35]
38448 c - [29]
38449 c - [34]
38450 c - [25]
38451 l + [101]
38452 c - [33]
38453 c - [33]
38454 c - [23]
38455 c - [35]
38456 c - [26]
38457 p - [24]
38458 c - [24]
38459 c - [24]
38460 c - [14]
38461 p - [14]
38462 p - [21]
38463 p - [15]
38464 c - [11]
38465 c - [22]
38466 c - [16]
38467 p - [16]
38468 p - [20]
38469 p - [21]
38470 c - [20]
38471 c - [31]
38472 p - [21]
38473 p - [11]
38474 p - [22]
38475 c - [28]
38476 c - [40]
38477 p - [43]
38478 c - [66]
38479 p - [61]
38480 c - [66]
38481 c - [79]
38482 p - [70]
38483 p - [79]
38484 c - [80]
38485 c - [79]
38486 c - [73]
38487 p - [76]
38488 p - [80]
38489 c - [68]
38490 c - [78]
38491 c - [77]
38492 c - [74]
38493 p + [81]
38494 p - [76]
38495 c - [80]
38496 c - [72]
38497 p + [82]
38498 p - [79]
38499 c - [78]
38500 c - [77]
38501 c - [79]
38502 p - [75]
38503 p + [81]
38504 c - [73]
38505 c - [77]
38506 c - [78]
38507 p + [81]
38508 p - [75]
38509 c - [78]
38510 c - [78]
38511 c - [80]
38512 p - [73]
38513 p - [80]
38514 c - [75]
38515 c - [79]
38516 c - [75]
38517 p - [80]
38518 p - [77]
38519 l + [82]
38520 c - [75]
38521 l + [83]
38522 p - [74]
38523 p - [79]
38524 c - [76]
38525 c - [76]
38526 l + [82]
38527 p + [83]
38528 p - [75]
38529 c - [80]
38530 c - [76]
38531 c - [78]
38532 p - [72]
38533 p - [73]
38534 c - [74]
38535 c - [79]
38536 c - [80]
38537 p - [75]
38538 p - [75]
38539 l + [83]
38540 c - [76]
38541 c - [75]
38542 p - [79]
38543 p - [78]
38544 l + [96]
38545 l + [82]
38546 c - [76]
38547 p - [80]
38548 p - [72]
38549 c - [77]
38550 c - [74]
38551 c - [77]
38552 p - [78]
38553 p - [79]
38554 p - [74]
38555 c - [78]
38556 c - [73]
38557 p - [74]
38558 p - [78]
38559 l + [82]
38560 c - [77]
38561 c - [77]
38562 p - [76]
38563 p + [81]
38564 c - [75]
38565 c - [77]
38566 c - [76]
38567 p + [81]
38568 p - [76]
38569 l + [84]
38570 c - [75]
38571 l + [82]
38572 p - [76]
38573 p - [79]
38574 p - [75]
38575 c - [80]
38576 c - [79]
38577 l + [83]
38578 l + [84]
38579 p - [78]
38580 c - [78]
38581 l + [83]
38582 c - [80]
38583 p + [81]
38584 l + [81]
38585 l + [82]
38586 c - [77]
38587 l + [84]
38588 c - [78]
38589 l + [81]
38590 p - [77]
38591 l + [86]
38592 c - [79]
38593 p + [83]
38594 p - [76]
38595 l + [88]
38596 l + [81]
38597 l + [89]
38598 p + [86]
38599 p + [82]
38600 l + [88]
38601 l + [85]
38602 c - [77]
38603 p - [80]
38604 p + [81]
38605 l + [83]
38606 c - [71]
38607 l + [84]
38608 l + [84]
38609 l + [83]
38610 c - [78]
38611 l + [88]
38612 l + [81]
38613 l + [83]
38614 p - [77]
38615 l + [83]
38616 c - [79]
38617 l + [86]
38618 p - [78]
38619 p + [91]
38620 c - [78]
38621 c - [70]
38622 c - [74]
38623 p - [78]
38624 p - [73]
38625 c - [62]
38626 c - [46]
38627 c - [36]
38628 p - [51]
38629 p + [228]
38630 c - [32]
38631 c - [23]
38632 c - [28]
38633 p - [27]
38634 p - [20]
38635 c - [20]
38636 p - [12]
38637 p - [15]
38638 p - [9]
38639 c - [39]
38640 c - [19]
38641 c - [46]
38642 p - [26]
38643 p - [10]
38644 p - [25]
38645 p - [21]
38646 c - [30]
38647 c - [27]
38648 p - [21]
38649 c - [30]
38650 c - [34]
38651 c - [42]
38652 c - [30]
38653 p - [27]
38654 p - [17]
38655 c - [34]
38656 c - [15]
38657 c - [23]
38658 c - [15]
38659 p - [34]
38660 p - [20]
38661 c - [31]
38662 c - [16]
38663 c - [22]
38664 p - [20]
38665 c - [24]
38666 c - [20]
38667 c - [27]
38668 c - [30]
38669 p - [54]
38670 c - [17]
38671 c - [47]
38672 c - [51]
38673 c - [18]
38674 p - [18]
38675 c - [21]
38676 c - [18]
38677 c - [21]
38678 c - [75]
38679 c - [25]
38680 c - [19]
38681 p - [18]
38682 c - [17]
38683 c - [24]
38684 c - [17]
38685 p - [21]
38686 c - [19]
38687 c - [21]
38688 c - [52]
38689 c - [29]
38690 c - [28]
38691 c - [31]
38692 p - [41]
38693 c - [27]
38694 c - [24]
38695 c - [26]
38696 p - [20]
38697 c - [25]
38698 p - [31]
38699 c - [25]
38700 p - [19]
38701 c - [24]
38702 c - [20]
38703 c - [30]
38704 c - [14]
38705 c - [34]
38706 c - [27]
38707 l + [94]
38708 l + [91]
38709 c - [26]
38710 c - [24]
38711 p - [50]
38712 c - [24]
38713 c - [23]
38714 c - [17]
38715 p - [20]
38716 c - [19]
38717 c - [23]
38718 c - [16]
38719 p - [50]
38720 p - [32]
38721 c - [31]
38722 c - [24]
38723 p - [18]
38724 c - [18]
38725 c - [20]
38726 c - [14]
38727 c - [28]
38728 c - [17]
38729 l + [90]
38730 c - [14]
38731 p + [84]
38732 c - [26]
38733 c - [24]
38734 c - [30]
38735 p - [18]
38736 c - [18]
38737 c - [32]
38738 l + [87]
38739 l + [97]
38740 c - [36]
38741 p - [23]
38742 c - [15]
38743 c - [24]
38744 c - [16]
38745 c - [36]
38746 p + [93]
38747 c - [25]
38748 c - [15]
38749 c - [22]
38750 l + [92]
38751 p + [94]
38752 c - [17]
38753 c - [35]
38754 c - [15]
38755 c - [22]
38756 c - [18]
38757 c - [24]
38758 c - [51]
38759 c - [32]
38760 p - [30]
38761 l + [91]
38762 l + [85]
38763 c - [40]
38764 l + [85]
38765 c - [28]
38766 c - [25]
38767 c - [26]
38768 c - [26]
38769 c - [25]
38770 c - [28]
38771 p - [22]
38772 c - [18]
38773 c - [24]
38774 c - [24]
38775 p - [25]
38776 l + [93]
38777 l + [96]
38778 l + [97]
38779 c - [21]
38780 c - [20]
38781 p - [18]
38782 c - [30]
38783 l + [92]
38784 c - [48]
38785 c - [59]
38786 p - [53]
38787 c - [44]
38788 c - [18]
38789 c - [21]
38790 c - [27]
38791 p - [28]
38792 p - [41]
38793 c - [26]
38794 l + [98]
38795 p + [105]
38796 p - [34]
38797 c - [37]
38798 c - [22]
38799 c - [20]
38800 p - [24]
38801 c - [31]
38802 c - [37]
38803 c - [14]
38804 c - [41]
38805 c - [18]
38806 c - [12]
38807 c - [22]
38808 c - [29]
38809 c - [13]
38810 p - [29]
38811 p - [39]
38812 p - [24]
38813 c - [35]
38814 c - [34]
38815 p - [21]
38816 c - [17]
38817 c - [34]
38818 c - [23]
38819 l + [84]
38820 p - [10]
38821 c - [10]
38822 p - [35]
38823 c - [37]
38824 c - [26]
38825 p - [29]
38826 p - [17]
38827 c - [12]
38828 c - [21]
38829 c - [16]
38830 c - [17]
38831 p - [35]
38832 l + [88]
38833 c - [18]
38834 c - [13]
38835 c - [15]
38836 p - [25]
38837 p - [40]
38838 c - [9]
38839 c - [15]
38840 p - [34]
38841 p - [21]
38842 c - [15]
38843 c - [31]
38844 c - [12]
38845 p - [19]
38846 p - [19]
38847 p - [7]
38848 c - [17]
38849 c - [13]
38850 c - [7]
38851 p - [9]
38852 p - [43]
38853 c - [26]
38854 c - [26]
38855 c - [12]
38856 p - [22]
38857 p - [10]
38858 c - [20]
38859 c - [9]
38860 c - [13]
38861 p - [9]
38862 c - [18]
38863 c - [23]
38864 c - [46]
38865 c - [47]
38866 p - [19]
38867 c - [11]
38868 p - [11]
38869 c - [27]
38870 c - [13]
38871 p - [30]
38872 c - [18]
38873 p - [20]
38874 c - [14]
38875 p - [13]
38876 p - [24]
38877 c - [22]
38878 c - [22]
38879 p - [15]
38880 c - [12]
38881 c - [19]
38882 p - [23]
38883 c - [13]
38884 c - [19]
38885 p - [36]
38886 c - [32]
38887 p - [42]
38888 c - [12]
38889 c - [22]
38890 p - [65]
38891 c - [22]
38892 c - [18]
38893 p - [18]
38894 c - [10]
38895 c - [12]
38896 c - [26]
38897 c - [12]
38898 c - [35]
38899 c - [17]
38900 p - [40]
38901 c - [11]
38902 c - [18]
38903 c - [19]
38904 c - [32]
38905 c - [34]
38906 p - [25]
38907 c - [40]
38908 c - [27]
38909 c - [31]
38910 p - [25]
38911 c - [23]
38912 c - [53]
38913 c - [21]
38914 c - [40]
38915 p - [21]
38916 c - [52]
38917 p - [38]
38918 c - [30]
38919 c - [33]
38920 p - [25]
38921 c - [50]
38922 c - [21]
38923 c - [34]
38924 c - [14]
38925 p - [20]
38926 p - [43]
38927 c - [39]
38928 c - [47]
38929 p - [38]
38930 p - [26]
38931 c - [21]
38932 c - [16]
38933 c - [14]
38934 c - [7]
38935 p - [22]
38936 c - [21]
38937 c - [19]
38938 c - [44]
38939 c - [27]
38940 p - [39]
38941 c - [36]
38942 c - [38]
38943 c - [19]
38944 p - [22]
38945 p - [32]
38946 p + [100]
38947 p - [14]
38948 c - [25]
38949 c - [36]
38950 c - [15]
38951 p - [15]
38952 c - [41]
38953 c - [41]
38954 c - [13]
38955 p - [34]
38956 p - [29]
38957 c - [32]
38958 c - [9]
38959 c - [35]
38960 c - [35]
38961 p - [25]
38962 c - [26]
38963 p - [30]
38964 c - [64]
38965 p - [39]
38966 p - [22]
38967 c - [24]
38968 c - [48]
38969 c - [16]
38970 p - [13]
38971 p - [13]
38972 c - [17]
38973 c - [33]
38974 p - [28]
38975 p - [23]
38976 c - [65]
38977 p - [31]
38978 c - [34]
38979 p - [34]
38980 p - [36]
38981 c - [35]
38982 c - [33]
38983 c - [59]
38984 c - [50]
38985 p + [212]
38986 c - [37]
38987 p - [37]
38988 c - [33]
38989 c - [35]
38990 p - [33]
38991 c - [33]
38992 c - [42]
38993 c - [35]
38994 c - [34]
38995 p - [32]
38996 c - [36]
38997 c - [33]
38998 c - [34]
38999 p - [32]
39000 p - [35]
39001 c - [32]
39002 c - [33]
39003 c - [34]
39004 p - [43]
39005 p - [31]
39006 c - [35]
39007 c - [33]
39008 c - [33]
39009 c - [31]
39010 l + [232]
39011 p - [34]
39012 c - [35]
39013 c - [35]
39014 c - [36]
39015 p - [36]
39016 c - [37]
39017 p - [35]
39018 c - [36]
39019 c - [37]
39020 p - [37]
39021 c - [33]
39022 c - [33]
39023 c - [33]
39024 c - [32]
39025 p - [34]
39026 c - [36]
39027 c - [39]
39028 p - [37]
39029 c - [32]
39030 c - [35]
39031 p - [34]
39032 c - [39]
39033 c - [41]
39034 c - [38]
39035 p - [30]
39036 p - [40]
39037 c - [33]
39038 c - [36]
39039 c - [33]
39040 c - [31]
39041 p - [31]
39042 c - [33]
39043 p - [30]
39044 p - [37]
39045 p - [35]
39046 p - [34]
39047 c - [29]
39048 c - [27]
39049 c - [32]
39050 p - [36]
39051 c - [30]
39052 p - [35]
39053 c - [33]
39054 c - [31]
39055 c - [37]
39056 p - [37]
39057 c - [32]
39058 c - [34]
39059 c - [37]
39060 p - [37]
39061 c - [36]
39062 c - [37]
39063 c - [30]
39064 c - [33]
39065 p - [32]
39066 c - [29]
39067 c - [40]
39068 c - [33]
39069 c - [32]
39070 c - [33]
39071 p - [28]
39072 p - [41]
39073 p - [29]
39074 c - [31]
39075 p - [31]
39076 p - [32]
39077 c - [34]
39078 p - [34]
39079 c - [35]
39080 c - [30]
39081 c - [30]
39082 c - [31]
39083 c - [45]
39084 c - [30]
39085 c - [31]
39086 p - [34]
39087 c - [33]
39088 c - [35]
39089 p + [94]
39090 p - [33]
39091 p - [29]
39092 c - [34]
39093 p - [34]
39094 c - [32]
39095 c - [34]
39096 p - [34]
39097 p - [32]
39098 c - [35]
39099 p - [34]
39100 p - [32]
39101 p - [35]
39102 c - [29]
39103 c - [41]
39104 p - [33]
39105 p - [33]
39106 c - [30]
39107 c - [31]
39108 p - [36]
39109 c - [32]
39110 c - [34]
39111 c - [31]
39112 c - [30]
39113 c - [33]
39114 c - [32]
39115 c - [59]
39116 p - [31]
39117 p - [31]
39118 c - [31]
39119 c - [29]
39120 p - [13]
39121 c - [33]
39122 c - [46]
39123 c - [20]
39124 c - [46]
39125 p - [37]
39126 c - [25]
39127 c - [29]
39128 c - [10]
39129 c - [66]
39130 p - [32]
39131 p - [28]
39132 p - [23]
39133 c - [19]
39134 c - [36]
39135 p - [38]
39136 c - [40]
39137 c - [41]
39138 p - [32]
39139 c - [46]
39140 p - [48]
39141 p - [53]
39142 c - [51]
39143 c - [56]
39144 c - [57]
39145 c - [54]
39146 p - [54]
39147 c - [57]
39148 c - [50]
39149 c - [54]
39150 p - [50]
39151 c - [53]
39152 c - [52]
39153 c - [52]
39154 c - [51]
39155 c - [55]
39156 c - [48]
39157 p - [53]
39158 c - [52]
39159 p - [54]
39160 c - [49]
39161 p - [54]
39162 p - [51]
39163 c - [55]
39164 c - [54]
39165 p - [55]
39166 c - [55]
39167 c - [55]
39168 c - [50]
39169 c - [53]
39170 c - [52]
39171 c - [52]
39172 c - [51]
39173 c - [56]
39174 c - [55]
39175 c - [52]
39176 p - [49]
39177 p - [54]
39178 c - [51]
39179 c - [52]
39180 c - [67]
39181 p - [54]
39182 c - [52]
39183 p - [51]
39184 c - [53]
39185 c - [55]
39186 p - [51]
39187 p - [54]
39188 c - [49]
39189 c - [55]
39190 c - [51]
39191 p - [50]
39192 c - [49]
39193 c - [50]
39194 c - [51]
39195 p - [53]
39196 p - [50]
39197 c - [55]
39198 c - [53]
39199 c - [56]
39200 c - [51]
39201 p - [58]
39202 p - [50]
39203 c - [56]
39204 c - [53]
39205 c - [57]
39206 p - [47]
39207 c - [55]
39208 p - [50]
39209 c - [55]
39210 l + [94]
39211 p - [51]
39212 c - [44]
39213 c - [53]
39214 c - [54]
39215 c - [56]
39216 p - [50]
39217 c - [54]
39218 c - [51]
39219 p - [59]
39220 p - [53]
39221 c - [51]
39222 c - [53]
39223 c - [55]
39224 c - [79]
39225 p - [52]
39226 p - [50]
39227 c - [59]
39228 c - [52]
39229 c - [54]
39230 p - [56]
39231 c - [61]
39232 c - [52]
39233 c - [53]
39234 c - [52]
39235 p - [52]
39236 c - [57]
39237 c - [55]
39238 c - [51]
39239 c - [53]
39240 p - [52]
39241 c - [54]
39242 c - [55]
39243 c - [55]
39244 c - [53]
39245 p - [48]
39246 c - [54]
39247 c - [58]
39248 c - [54]
39249 c - [52]
39250 c - [55]
39251 p - [54]
39252 c - [51]
39253 c - [57]
39254 c - [54]
39255 p - [56]
39256 c - [50]
39257 c - [54]
39258 c - [55]
39259 l + [96]
39260 c - [56]
39261 c - [54]
39262 c - [53]
39263 c - [56]
39264 c - [48]
39265 c - [54]
39266 p - [55]
39267 c - [55]
39268 p - [55]
39269 c - [60]
39270 p - [56]
39271 p - [63]
39272 p - [56]
39273 p - [55]
39274 c - [55]
39275 c - [51]
39276 c - [50]
39277 c - [53]
39278 c - [50]
39279 c - [58]
39280 c - [47]
39281 p - [49]
39282 c - [41]
39283 c - [36]
39284 c - [35]
39285 p - [43]
39286 p - [24]
39287 p - [11]
39288 c - [12]
39289 c - [39]
39290 p - [23]
39291 p - [55]
39292 c - [23]
39293 c - [24]
39294 c - [26]
39295 p - [32]
39296 p - [12]
39297 c - [42]
39298 c - [27]
39299 c - [17]
39300 c - [25]
39301 c - [30]
39302 c - [39]
39303 p - [43]
39304 c - [55]
39305 c - [64]
39306 c - [55]
39307 c - [63]
39308 c - [62]
39309 c - [65]
39310 p - [64]
39311 p - [73]
39312 c - [67]
39313 c - [65]
39314 c - [66]
39315 p - [72]
39316 c - [68]
39317 c - [70]
39318 c - [70]
39319 c - [70]
39320 c - [66]
39321 c - [67]
39322 c - [67]
39323 c - [61]
39324 c - [62]
39325 p - [70]
39326 c - [67]
39327 c - [66]
39328 c - [61]
39329 c - [66]
39330 p - [57]
39331 c - [68]
39332 c - [63]
39333 c - [68]
39334 c - [66]
39335 p - [73]
39336 c - [70]
39337 p - [68]
39338 c - [66]
39339 c - [68]
39340 p - [62]
39341 c - [66]
39342 c - [62]
39343 c - [64]
39344 c - [62]
39345 c - [70]
39346 c - [68]
39347 p - [66]
39348 c - [67]
39349 c - [63]
39350 c - [62]
39351 c - [71]
39352 c - [64]
39353 c - [63]
39354 c - [66]
39355 c - [68]
39356 c - [65]
39357 c - [68]
39358 c - [66]
39359 c - [67]
39360 c - [66]
39361 c - [64]
39362 c - [69]
39363 c - [69]
39364 c - [65]
39365 c - [69]
39366 c - [62]
39367 c - [68]
39368 c - [61]
39369 c - [68]
39370 c - [66]
39371 c - [71]
39372 c - [68]
39373 p - [74]
39374 c - [61]
39375 c - [70]
39376 c - [69]
39377 c - [70]
39378 c - [69]
39379 c - [70]
39380 c - [66]
39381 c - [67]
39382 c - [63]
39383 c - [67]
39384 c - [67]
39385 c - [69]
39386 c - [65]
39387 c - [65]
39388 c - [70]
39389 c - [66]
39390 c - [61]
39391 c - [68]
39392 c - [71]
39393 c - [69]
39394 c - [64]
39395 c - [73]
39396 c - [66]
39397 c - [69]
39398 c - [63]
39399 c - [63]
39400 c - [62]
39401 c - [63]
39402 c - [63]
39403 c - [63]
39404 c - [63]
39405 c - [69]
39406 p - [58]
39407 c - [65]
39408 p - [57]
39409 c - [64]
39410 c - [67]
39411 c - [60]
39412 c - [65]
39413 p - [70]
39414 c - [67]
39415 p - [68]
39416 c - [66]
39417 c - [71]
39418 c - [60]
39419 c - [61]
39420 p - [65]
39421 p - [65]
39422 c - [71]
39423 c - [75]
39424 c - [64]
39425 c - [57]
39426 c - [69]
39427 c - [72]
39428 c - [69]
39429 c - [62]
39430 c - [64]
39431 c - [58]
39432 c - [57]
39433 c - [51]
39434 c - [45]
39435 c - [40]
39436 c - [28]
39437 c - [16]
39438 c - [16]
39439 c - [16]
39440 c - [16]
39441 c - [16]
39442 p - [30]
39443 c - [16]
39444 p - [16]
39445 c - [20]
39446 p - [14]
39447 c - [23]
39448 c - [7]
39449 c - [20]
39450 p - [29]
39451 p - [18]
39452 p - [12]
39453 c - [38]
39454 c - [18]
39455 c - [24]
39456 c - [15]
39457 c - [12]
39458 c - [31]
39459 c - [27]
39460 c - [16]
39461 c - [19]
39462 p - [18]
39463 p - [21]
39464 p - [21]
39465 p - [32]
39466 c - [44]
39467 c - [15]
39468 c - [23]
39469 c - [31]
39470 c - [40]
39471 c - [12]
39472 p - [37]
39473 c - [10]
39474 c - [40]
39475 p - [28]
39476 p - [35]
39477 c - [18]
39478 p + [82]
39479 l + [87]
39480 c - [22]
39481 p - [20]
39482 p - [52]
39483 c - [49]
39484 c - [61]
39485 c - [59]
39486 p - [72]
39487 c - [61]
39488 c - [63]
39489 c - [60]
39490 c - [67]
39491 p - [67]
39492 c - [66]
39493 p - [56]
39494 c - [70]
39495 c - [58]
39496 p - [67]
39497 c - [64]
39498 c - [71]
39499 c - [63]
39500 c - [71]
39501 p - [62]
39502 c - [67]
39503 c - [60]
39504 c - [69]
39505 c - [60]
39506 c - [71]
39507 c - [61]
39508 c - [70]
39509 c - [66]
39510 p - [66]
39511 c - [61]
39512 c - [67]
39513 c - [62]
39514 c - [71]
39515 p - [69]
39516 c - [67]
39517 c - [64]
39518 c - [70]
39519 c - [72]
39520 p - [69]
39521 c - [60]
39522 p - [71]
39523 l + [84]
39524 c - [60]
39525 p - [61]
39526 c - [72]
39527 p - [63]
39528 l + [86]
39529 c - [59]
39530 p - [63]
39531 c - [56]
39532 c - [67]
39533 c - [61]
39534 c - [67]
39535 p - [63]
39536 c - [70]
39537 c - [64]
39538 c - [66]
39539 c - [68]
39540 p - [68]
39541 c - [58]
39542 c - [71]
39543 c - [63]
39544 c - [64]
39545 p - [62]
39546 c - [70]
39547 c - [61]
39548 c - [68]
39549 c - [65]
39550 p - [67]
39551 c - [62]
39552 c - [67]
39553 c - [59]
39554 c - [70]
39555 p - [61]
39556 p - [71]
39557 c - [58]
39558 c - [73]
39559 c - [62]
39560 p - [65]
39561 p - [60]
39562 l + [94]
39563 c - [63]
39564 c - [66]
39565 p - [58]
39566 p - [61]
39567 c - [65]
39568 c - [73]
39569 c - [60]
39570 p - [67]
39571 p - [63]
39572 l + [101]
39573 c - [58]
39574 c - [71]
39575 p - [62]
39576 p - [67]
39577 c - [58]
39578 c - [66]
39579 c - [64]
39580 p - [68]
39581 p - [53]
39582 c - [68]
39583 c - [62]
39584 l + [83]
39585 p - [55]
39586 p - [74]
39587 c - [64]
39588 c - [70]
39589 c - [66]
39590 c - [70]
39591 p + [96]
39592 p - [65]
39593 c - [57]
39594 c - [68]
39595 p - [62]
39596 c - [68]
39597 c - [59]
39598 c - [70]
39599 p - [64]
39600 p - [67]
39601 c - [63]
39602 l + [88]
39603 c - [60]
39604 c - [68]
39605 c - [54]
39606 c - [68]
39607 c - [60]
39608 c - [72]
39609 c - [65]
39610 l + [97]
39611 c - [64]
39612 c - [70]
39613 c - [58]
39614 c - [70]
39615 c - [60]
39616 p - [58]
39617 c - [54]
39618 p - [46]
39619 c - [26]
39620 p - [18]
39621 l + [95]
39622 p + [95]
39623 c - [28]
39624 p - [15]
39625 p - [16]
39626 c - [22]
39627 c - [14]
39628 c - [17]
39629 c - [19]
39630 p - [19]
39631 p - [39]
39632 p - [25]
39633 c - [17]
39634 c - [17]
39635 p - [23]
39636 c - [18]
39637 c - [24]
39638 c - [21]
39639 c - [26]
39640 p - [26]
39641 p - [23]
39642 c - [23]
39643 c - [29]
39644 c - [25]
39645 p - [25]
39646 c - [23]
39647 p - [23]
39648 c - [25]
39649 c - [26]
39650 c - [23]
39651 c - [24]
39652 c - [25]
39653 c - [36]
39654 c - [23]
39655 c - [31]
39656 p - [23]
39657 c - [28]
39658 c - [66]
39659 c - [28]
39660 p - [28]
39661 p - [39]
39662 c - [40]
39663 c - [47]
39664 c - [24]
39665 p - [51]
39666 p + [226]
39667 c - [28]
39668 c - [21]
39669 c - [27]
39670 c - [28]
39671 p - [24]
39672 c - [24]
39673 c - [26]
39674 c - [23]
39675 c - [26]
39676 p - [23]
39677 c - [28]
39678 c - [24]
39679 c - [30]
39680 c - [38]
39681 p - [28]
39682 c - [31]
39683 c - [44]
39684 c - [24]
39685 c - [28]
39686 p - [28]
39687 c - [28]
39688 c - [34]
39689 c - [30]
39690 c - [25]
39691 p - [24]
39692 c - [25]
39693 c - [41]
39694 c - [21]
39695 p - [22]
39696 p - [25]
39697 c - [33]
39698 c - [32]
39699 c - [39]
39700 c - [32]
39701 p - [35]
39702 p - [37]
39703 c - [32]
39704 c - [24]
39705 p - [25]
39706 c - [41]
39707 c - [28]
39708 c - [26]
39709 c - [29]
39710 c - [24]
39711 p - [29]
39712 c - [25]
39713 c - [29]
39714 p - [26]
39715 p - [24]
39716 p - [28]
39717 c - [25]
39718 c - [27]
39719 p - [32]
39720 p - [35]
39721 c - [27]
39722 c - [24]
39723 p - [25]
39724 c - [23]
39725 c - [27]
39726 p - [28]
39727 p - [30]
39728 c - [25]
39729 c - [30]
39730 c - [34]
39731 p - [49]
39732 c - [33]
39733 c - [27]
39734 c - [24]
39735 c - [26]
39736 p - [24]
39737 c - [37]
39738 c - [46]
39739 c - [27]
39740 c - [23]
39741 c - [30]
39742 c - [24]
39743 c - [25]
39744 c - [23]
39745 p - [27]
39746 c - [23]
39747 c - [28]
39748 c - [56]
39749 c - [47]
39750 p - [33]
39751 p - [57]
39752 c - [23]
39753 c - [45]
39754 c - [25]
39755 p - [25]
39756 c - [66]
39757 c - [27]
39758 c - [26]
39759 c - [25]
39760 p - [28]
39761 c - [30]
39762 c - [74]
39763 c - [34]
39764 c - [47]
39765 p - [16]
39766 c - [25]
39767 c - [23]
39768 c - [24]
39769 c - [23]
39770 p - [31]
39771 c - [20]
39772 c - [17]
39773 c - [33]
39774 c - [23]
39775 p - [15]
39776 c - [9]
39777 c - [10]
39778 c - [15]
39779 c - [19]
39780 p - [39]
39781 p - [11]
39782 c - [45]
39783 c - [53]
39784 c - [66]
39785 p - [22]
39786 c - [68]
39787 p - [42]
39788 l + [84]
39789 c - [70]
39790 p - [65]
39791 p - [54]
39792 c - [72]
39793 c - [71]
39794 c - [74]
39795 p - [66]
39796 c - [77]
39797 l + [81]
39798 l + [81]
39799 c - [67]
39800 c - [55]
39801 p - [60]
39802 c - [71]
39803 c - [74]
39804 c - [66]
39805 c - [79]
39806 p + [88]
39807 c - [61]
39808 c - [66]
39809 c - [66]
39810 p - [64]
39811 p - [68]
39812 c - [56]
39813 l + [82]
39814 c - [61]
39815 c - [78]
39816 p - [65]
39817 p - [70]
39818 c - [63]
39819 l + [81]
39820 c - [66]
39821 p - [65]
39822 p - [74]
39823 c - [59]
39824 c - [58]
39825 p - [53]
39826 p - [68]
39827 c - [79]
39828 c - [68]
39829 c - [75]
39830 c - [67]
39831 l + [83]
39832 c - [72]
39833 c - [64]
39834 c - [71]
39835 l + [83]
39836 p - [75]
39837 p - [75]
39838 c - [77]
39839 l + [83]
39840 p - [70]
39841 l + [81]
39842 c - [61]
39843 l + [82]
39844 c - [60]
39845 l + [86]
39846 p + [81]
39847 c - [76]
39848 c - [59]
39849 c - [76]
39850 c - [69]
39851 p - [67]
39852 c - [72]
39853 c - [70]
39854 c - [64]
39855 p - [67]
39856 c - [55]
39857 l + [81]
39858 c - [72]
39859 c - [60]
39860 c - [67]
39861 l + [84]
39862 p + [82]
39863 c - [70]
39864 c - [69]
39865 c - [77]
39866 p - [80]
39867 p - [78]
39868 p - [73]
39869 c - [75]
39870 c - [78]
39871 p - [71]
39872 p - [77]
39873 l + [102]
39874 c - [52]
39875 p - [65]
39876 p + [82]
39877 p - [60]
39878 l + [96]
39879 c - [67]
39880 l + [81]
39881 p - [79]
39882 c - [76]
39883 c - [71]
39884 l + [96]
39885 l + [95]
39886 p + [98]
39887 c - [80]
39888 c - [73]
39889 l + [83]
39890 c - [65]
39891 p - [66]
39892 p - [75]
39893 c - [78]
39894 c - [74]
39895 c - [72]
39896 p + [84]
39897 c - [75]
39898 l + [97]
39899 c - [71]
39900 c - [65]
39901 p - [79]
39902 p - [76]
39903 p - [71]
39904 l + [84]
39905 l + [81]
39906 p + [83]
39907 p - [70]
39908 l + [82]
39909 c - [56]
39910 c - [49]
39911 p + [90]
39912 c - [28]
39913 c - [31]
39914 c - [21]
39915 c - [22]
39916 p - [40]
39917 c - [16]
39918 c - [19]
