#TFM v1.0.8 by tritical
field = bottom
crc32 = 6e915d0b
#   16963 (90)
#   16964 (93)
#   16965 (97)
#   16967 (96)
#   16968 (95)
#   16970 (93)
#   16971 (97)
#   16972 (90)
#   16974 (96)
#   16975 (96)
#   16978 (96)
#   16981 (83)
#   16982 (85)
#   16983 (88)
#   16988 (83)
#   16997 (88)
#   16998 (99)
#   16999 (101)
#   17000 (119)
#   17001 (101)
#   17003 (89)
#   17004 (87)
#   17005 (94)
#   17006 (88)
#   17007 (94)
#   17008 (93)
#   17011 (91)
#   17012 (93)
#   17013 (96)
#   17027 (104)
#   17028 (93)
#   17031 (91)
#   17036 (82)
#   17050 (91)
#   17054 (104)
#   17061 (86)
#   17062 (94)
#   17068 (96)
#   17069 (88)
#   17070 (96)
#   17096 (85)
#   17100 (96)
#   17112 (96)
#   17126 (94)
#   17143 (95)
#   17144 (91)
#   17163 (96)
#   17165 (96)
#   17174 (84)
#   17186 (96)
#   17187 (96)
#   17188 (96)
#   17190 (84)
#   17192 (83)
#   17200 (81)
#   17201 (81)
#   17211 (96)
#   17220 (96)
#   17227 (87)
#   17228 (89)
#   17232 (94)
#   17239 (95)
#   17240 (87)
#   17241 (91)
#   17242 (93)
#   17243 (84)
#   17250 (93)
#   17251 (88)
#   17256 (88)
#   17257 (93)
#   17258 (93)
#   17262 (89)
#   17263 (87)
#   17264 (88)
#   17266 (89)
#   17267 (88)
#   17268 (89)
#   17270 (89)
#   17275 (90)
#   17277 (89)
#   17279 (90)
#   17280 (88)
#   17281 (95)
#   17282 (87)
#   17283 (86)
#   17287 (90)
#   17288 (92)
#   17289 (89)
#   17292 (100)
#   17293 (96)
#   17294 (99)
#   17297 (98)
#   17298 (96)
#   17299 (95)
#   17300 (96)
#   17301 (106)
#   17302 (104)
#   17303 (124)
#   17308 (83)
#   17309 (113)
#   17310 (99)
#   17313 (88)
#   17314 (95)
#   17315 (89)
#   17317 (98)
#   17323 (90)
#   17324 (94)
#   17325 (88)
#   17326 (95)
#   17327 (103)
#   17330 (95)
#   17331 (81)
#   17332 (84)
#   17333 (96)
#   17334 (103)
#   17336 (86)
#   17341 (93)
#   17342 (95)
#   17343 (85)
#   17344 (94)
#   17345 (109)
#   17348 (86)
#   17349 (87)
#   17350 (88)
#   17351 (84)
#   17353 (84)
#   17363 (84)
#   17366 (100)
#   17367 (90)
#   17370 (97)
#   17372 (95)
#   17387 (84)
#   17390 (82)
#   17391 (91)
#   17399 (87)
#   17400 (83)
#   17405 (88)
#   17407 (86)
#   17408 (89)
#   17420 (90)
#   17425 (85)
#   17426 (95)
#   17427 (92)
#   17428 (92)
#   17431 (93)
#   17432 (94)
#   17440 (88)
#   17450 (91)
#   17457 (96)
#   17489 (90)
#   17495 (89)
#   17501 (94)
#   17502 (89)
#   17503 (97)
#   17504 (88)
#   17505 (90)
#   17506 (90)
#   17507 (88)
#   17514 (91)
#   17519 (101)
#   17520 (96)
#   17523 (89)
#   17525 (94)
#   17526 (96)
#   17532 (84)
#   17533 (90)
#   17537 (97)
#   17550 (91)
#   17551 (91)
#   17556 (98)
#   17557 (96)
#   17558 (98)
#   17560 (94)
#   17565 (94)
#   17570 (94)
#   17574 (94)
#   17578 (97)
#   17579 (94)
#   17581 (102)
#   17583 (95)
#   17584 (93)
#   17588 (104)
#   17589 (92)
#   17590 (93)
#   17593 (94)
#   17594 (94)
#   17600 (94)
#   17607 (95)
#   17608 (94)
#   17616 (95)
#   17618 (93)
#   17620 (92)
#   17623 (93)
#   17624 (94)
#   17625 (91)
#   17628 (96)
#   17632 (98)
#   17635 (92)
#   17638 (96)
#   17639 (94)
#   17646 (93)
#   17647 (94)
#   17648 (107)
#   17655 (89)
#   17656 (92)
#   17657 (93)
#   17658 (93)
#   17659 (93)
#   17660 (93)
#   17663 (93)
#   17665 (93)
#   17669 (92)
#   17670 (96)
#   17671 (102)
#   17674 (84)
#   17675 (89)
#   17678 (94)
#   17682 (96)
#   17683 (93)
#   17695 (81)
#   17699 (83)
#   17704 (93)
#   17707 (87)
#   17708 (87)
#   17713 (85)
#   17720 (85)
#   17726 (88)
#   17729 (101)
#   17796 (82)
#   17805 (115)
#   17814 (90)
#   17815 (87)
#   17816 (89)
#   17817 (93)
#   17852 (92)
#   17853 (97)
#   17864 (96)
#   17866 (140)
#   17870 (96)
#   17871 (96)
#   17872 (96)
#   17874 (96)
#   17888 (96)
#   17890 (96)
#   17893 (96)
#   17894 (121)
#   17895 (102)
#   17900 (94)
#   17901 (86)
#   17902 (99)
#   17910 (94)
#   17911 (91)
#   17912 (96)
#   17913 (109)
#   17919 (101)
#   17920 (85)
#   17921 (88)
#   17922 (88)
#   17923 (96)
#   17925 (96)
#   17931 (81)
#   17932 (86)
#   17933 (87)
#   17937 (87)
#   17939 (89)
#   17940 (82)
#   17941 (81)
#   17942 (89)
#   17943 (88)
#   17944 (86)
#   17945 (87)
#   17946 (88)
#   17947 (87)
#   17951 (82)
#   17953 (87)
#   17960 (84)
#   17961 (81)
#   17962 (81)
#   17963 (87)
#   17965 (93)
#   17967 (88)
#   17971 (82)
#   17972 (85)
#   17976 (86)
#   17977 (87)
#   17983 (82)
#   17984 (93)
#   17985 (88)
#   17988 (84)
#   17989 (91)
#   17990 (89)
#   17991 (85)
#   17993 (82)
#   17995 (84)
#   17996 (84)
#   17997 (85)
#   18002 (98)
#   18003 (84)
#   18004 (91)
#   18006 (87)
#   18007 (84)
#   18008 (82)
#   18013 (88)
#   18014 (93)
#   18015 (82)
#   18016 (85)
#   18020 (92)
#   18021 (93)
#   18022 (84)
#   18024 (85)
#   18025 (87)
#   18026 (83)
#   18029 (96)
#   18030 (96)
#   18031 (94)
#   18032 (86)
#   18039 (91)
#   18040 (82)
#   18044 (91)
#   18045 (89)
#   18046 (86)
#   18053 (84)
#   18054 (89)
#   18057 (89)
#   18059 (81)
#   18061 (85)
#   18062 (82)
#   18066 (93)
#   18070 (84)
#   18071 (84)
#   18072 (83)
#   18073 (82)
#   18074 (81)
#   18080 (98)
#   18085 (110)
#   18092 (83)
#   18093 (83)
#   18094 (83)
#   18096 (83)
#   18101 (83)
#   18102 (84)
#   18103 (84)
#   18104 (84)
#   18108 (84)
#   18120 (97)
#   18121 (109)
#   18129 (99)
#   18136 (83)
#   18140 (92)
#   18147 (98)
#   18153 (96)
#   18154 (88)
#   18161 (86)
#   18187 (95)
#   18198 (88)
#   18210 (104)
#   18215 (96)
#   18217 (98)
#   18224 (85)
#   18228 (83)
#   18229 (83)
#   18230 (81)
#   18235 (104)
#   18236 (94)
#   18241 (96)
#   18248 (96)
#   18250 (86)
#   18253 (85)
#   18254 (87)
#   18255 (86)
#   18260 (96)
#   18262 (96)
#   18263 (96)
#   18265 (93)
#   18266 (84)
#   18270 (90)
#   18271 (84)
#   18272 (83)
#   18278 (81)
#   18279 (89)
#   18281 (82)
#   18283 (92)
#   18284 (85)
#   18285 (82)
#   18286 (96)
#   18292 (96)
#   18294 (86)
#   18297 (86)
#   18298 (91)
#   18299 (86)
#   18300 (88)
#   18301 (99)
#   18302 (96)
#   18303 (97)
#   18304 (83)
#   18305 (82)
#   18306 (89)
#   18309 (95)
#   18310 (109)
#   18311 (89)
#   18316 (99)
#   18317 (102)
#   18318 (90)
#   18319 (91)
#   18322 (91)
#   18323 (93)
#   18326 (100)
#   18328 (92)
#   18330 (91)
#   18331 (94)
#   18335 (90)
#   18336 (89)
#   18340 (107)
#   18341 (118)
#   18342 (147)
#   18345 (96)
#   18346 (92)
#   18347 (85)
#   18348 (106)
#   18349 (96)
#   18350 (116)
#   18351 (114)
#   18353 (96)
#   18354 (96)
#   18355 (91)
#   18356 (90)
#   18357 (87)
#   18358 (94)
#   18362 (101)
#   18364 (96)
#   18365 (96)
#   18367 (93)
#   18368 (93)
#   18369 (93)
#   18374 (83)
#   18377 (91)
#   18380 (111)
#   18383 (96)
#   18384 (94)
#   18388 (97)
#   18390 (85)
#   18391 (94)
#   18393 (94)
#   18394 (114)
#   18395 (90)
#   18396 (100)
#   18398 (106)
#   18399 (102)
#   18400 (96)
#   18401 (111)
#   18402 (85)
#   18405 (96)
#   18406 (94)
#   18407 (94)
#   18411 (81)
#   18414 (86)
#   18415 (88)
#   18416 (81)
#   18417 (89)
#   18418 (92)
#   18422 (90)
#   18424 (88)
#   18426 (96)
#   18428 (90)
#   18434 (90)
#   18439 (92)
#   18441 (114)
#   18443 (91)
#   18460 (86)
#   18467 (96)
#   18481 (102)
#   18491 (96)
#   18492 (96)
#   18505 (101)
#   18512 (94)
#   18630 (82)
#   18641 (96)
#   18650 (96)
#   18665 (81)
#   18692 (87)
#   18699 (84)
#   18707 (89)
#   18717 (84)
#   18723 (92)
#   18738 (89)
#   18747 (83)
#   18754 (90)
#   18759 (84)
#   18769 (81)
#   18827 (112)
#   18828 (105)
#   18829 (92)
#   18830 (88)
#   18831 (85)
#   18842 (92)
#   18849 (95)
#   18851 (92)
#   18863 (105)
#   18864 (81)
#   18865 (90)
#   18870 (81)
#   18872 (87)
#   18874 (104)
#   18880 (90)
#   18892 (84)
#   18905 (101)
#   18906 (99)
#   18918 (83)
#   18919 (81)
#   18924 (96)
#   18936 (96)
#   18942 (96)
#   18944 (81)
#   18948 (81)
#   18949 (89)
#   18969 (81)
#   18973 (81)
#   18975 (95)
#   18984 (91)
#   18985 (81)
#   18991 (94)
#   18992 (101)
#   18993 (86)
#   18995 (87)
#   19013 (90)
#   19025 (96)
#   19026 (96)
#   19028 (96)
#   19029 (85)
#   19030 (83)
#   19037 (86)
#   19038 (96)
#   19048 (93)
#   19049 (96)
#   19051 (89)
#   19060 (97)
#   19061 (87)
#   19062 (89)
#   19067 (94)
#   19069 (102)
#   19070 (110)
#   19072 (110)
#   19073 (104)
#   19074 (92)
#   19077 (83)
#   19079 (87)
#   19083 (98)
#   19084 (96)
#   19094 (88)
#   19098 (107)
#   19100 (89)
#   19102 (84)
#   19107 (89)
#   19111 (87)
#   19112 (95)
#   19114 (93)
#   19131 (83)
#   19138 (84)
#   19180 (81)
#   19198 (96)
#   19200 (83)
#   19220 (96)
#   19224 (88)
#   19225 (96)
#   19226 (92)
#   19256 (89)
#   19262 (96)
#   19266 (96)
#   19287 (104)
#   19288 (104)
#   19299 (82)
#   19300 (85)
#   19305 (90)
#   19310 (85)
#   19331 (91)
#   19332 (88)
#   19333 (81)
#   19343 (81)
#   19348 (104)
#   19350 (112)
#   19351 (90)
#   19352 (89)
#   19357 (103)
#   19358 (86)
#   19359 (82)
#   19361 (82)
#   19362 (90)
#   19363 (96)
#   19364 (83)
#   19368 (88)
#   19369 (91)
#   19371 (96)
#   19376 (91)
#   19377 (96)
#   19378 (96)
#   19379 (88)
#   19380 (96)
#   19381 (95)
#   19382 (96)
#   19383 (92)
#   19384 (94)
#   19387 (82)
#   19388 (82)
#   19390 (85)
#   19394 (86)
#   19395 (86)
#   19396 (82)
#   19397 (97)
#   19399 (89)
#   19400 (83)
#   19402 (95)
#   19406 (84)
#   19407 (96)
#   19408 (83)
#   19411 (82)
#   19415 (87)
#   19416 (93)
#   19419 (87)
#   19420 (87)
#   19421 (88)
#   19424 (88)
#   19425 (104)
#   19427 (90)
#   19430 (88)
#   19431 (93)
#   19432 (86)
#   19438 (86)
#   19439 (93)
#   19440 (94)
#   19441 (85)
#   19443 (91)
#   19444 (84)
#   19445 (85)
#   19446 (86)
#   19447 (97)
#   19448 (92)
#   19449 (94)
#   19450 (89)
#   19452 (83)
#   19453 (93)
#   19455 (93)
#   19456 (94)
#   19457 (81)
#   19462 (94)
#   19463 (96)
#   19466 (93)
#   19467 (96)
#   19469 (90)
#   19470 (94)
#   19475 (92)
#   19477 (96)
#   19478 (97)
#   19487 (85)
#   19489 (93)
#   19495 (86)
#   19496 (91)
#   19497 (90)
#   19513 (86)
#   19562 (97)
#   19563 (83)
#   19626 (85)
#   19627 (96)
#   19639 (102)
#   19664 (90)
#   19678 (85)
#   19690 (82)
#   19694 (86)
#   19701 (104)
#   19702 (101)
#   19704 (98)
#   19709 (94)
#   19711 (86)
#   19718 (85)
#   19719 (86)
#   19721 (104)
#   19723 (98)
#   19725 (86)
#   19726 (94)
#   19728 (91)
#   19729 (86)
#   19731 (90)
#   19733 (97)
#   19734 (98)
#   19747 (84)
#   19751 (86)
#   19758 (92)
#   19760 (89)
#   19762 (84)
#   19767 (86)
#   19768 (85)
#   19771 (97)
#   19772 (86)
#   19773 (85)
#   19779 (91)
#   19781 (84)
#   19782 (84)
#   19783 (103)
#   19784 (103)
#   19786 (98)
#   19800 (86)
#   19821 (92)
#   19822 (94)
#   19835 (95)
#   19837 (81)
#   19845 (90)
#   19863 (91)
#   19865 (83)
#   19922 (89)
#   19997 (81)
#   20020 (83)
#   20023 (81)
#   20024 (83)
#   20026 (83)
#   20027 (88)
#   20059 (83)
#   20060 (84)
#   20063 (86)
#   20084 (90)
#   20094 (86)
#   20102 (89)
#   20103 (82)
#   20117 (90)
#   20120 (81)
#   20121 (84)
#   20126 (86)
#   20127 (92)
#   20137 (96)
#   20139 (87)
#   20142 (101)
#   20145 (88)
#   20146 (86)
#   20147 (96)
#   20152 (81)
#   20158 (93)
#   20159 (93)
#   20160 (93)
#   20162 (88)
#   20165 (82)
#   20167 (85)
#   20170 (82)
#   20171 (91)
#   20173 (96)
#   20176 (84)
#   20177 (82)
#   20179 (96)
#   20180 (96)
#   20186 (82)
#   20187 (81)
#   20192 (83)
#   20194 (85)
#   20195 (84)
#   20198 (97)
#   20206 (92)
#   20215 (96)
#   20216 (96)
#   20227 (81)
#   20266 (91)
#   20296 (87)
#   20303 (81)
#   20304 (85)
#   20322 (83)
#   20336 (85)
#   20340 (110)
#   20347 (84)
#   20349 (82)
#   20352 (83)
#   20354 (83)
#   20359 (82)
#   20364 (81)
#   20366 (84)
#   20370 (81)
#   20371 (81)
#   20372 (81)
#   20373 (93)
#   20378 (142)
#   20379 (131)
#   20382 (91)
#   20383 (81)
#   20384 (91)
#   20386 (84)
#   20387 (88)
#   20388 (115)
#   20389 (89)
#   20390 (103)
#   20397 (113)
#   20399 (110)
#   20405 (96)
#   20409 (89)
#   20416 (88)
#   20417 (88)
#   20422 (83)
#   20433 (92)
#   20434 (86)
#   20435 (86)
#   20436 (95)
#   20439 (85)
#   20441 (85)
#   20446 (92)
#   20447 (82)
#   20448 (83)
#   20452 (94)
#   20453 (91)
#   20454 (88)
#   20455 (86)
#   20456 (96)
#   20459 (93)
#   20463 (97)
#   20465 (94)
#   20466 (83)
#   20467 (84)
#   20468 (86)
#   20469 (98)
#   20471 (98)
#   20477 (96)
#   20478 (82)
#   20479 (90)
#   20490 (82)
#   20497 (86)
#   20498 (85)
#   20500 (82)
#   20503 (83)
#   20504 (83)
#   20508 (84)
#   20509 (85)
#   20510 (88)
#   20511 (81)
#   20513 (85)
#   20514 (85)
#   20515 (84)
#   20518 (86)
#   20521 (81)
#   20522 (81)
#   20523 (83)
#   20527 (89)
#   20528 (89)
#   20529 (83)
#   20531 (82)
#   20532 (88)
#   20533 (94)
#   20534 (89)
#   20535 (92)
#   20540 (88)
#   20541 (96)
#   20543 (89)
#   20547 (84)
#   20548 (83)
#   20549 (88)
#   20550 (91)
#   20551 (84)
#   20552 (96)
#   20553 (86)
#   20554 (82)
#   20560 (86)
#   20561 (86)
#   20566 (86)
#   20574 (87)
#   20577 (87)
#   20616 (84)
#   20647 (92)
#   20648 (91)
#   20651 (96)
#   20652 (91)
#   20653 (98)
#   20654 (114)
#   20661 (87)
#   20662 (82)
#   20663 (99)
#   20670 (97)
#   20674 (81)
#   20679 (102)
#   20680 (90)
#   20684 (87)
#   20691 (95)
#   20692 (92)
#   20693 (91)
#   20694 (101)
#   20695 (89)
#   20698 (90)
#   20699 (89)
#   20707 (90)
#   20709 (92)
#   20710 (87)
#   20711 (94)
#   20722 (96)
#   20728 (89)
#   20729 (83)
#   20730 (90)
#   20734 (90)
#   20736 (84)
#   20743 (93)
#   20747 (96)
#   20748 (91)
#   20759 (96)
#   20760 (96)
#   20767 (96)
#   20768 (92)
#   20769 (95)
#   20775 (99)
#   20778 (92)
#   20779 (89)
#   20780 (92)
#   20781 (96)
#   20782 (85)
#   20785 (102)
#   20786 (103)
#   20788 (89)
#   20791 (83)
#   20793 (93)
#   20799 (96)
#   20800 (89)
#   20803 (97)
#   20809 (83)
#   20812 (89)
#   20816 (84)
#   20818 (98)
#   20819 (99)
#   20821 (88)
#   20824 (85)
#   20825 (83)
#   20826 (93)
#   20829 (85)
#   20833 (101)
#   20835 (87)
#   20837 (86)
#   20840 (97)
#   20842 (96)
#   20843 (96)
#   20844 (96)
#   20847 (96)
#   20848 (89)
#   20849 (97)
#   20850 (99)
#   20851 (96)
#   20853 (95)
#   20855 (95)
#   20856 (96)
#   20859 (97)
#   20860 (89)
#   20861 (96)
#   20864 (96)
#   20865 (97)
#   20866 (96)
#   20868 (96)
#   20869 (98)
#   20878 (93)
#   20879 (101)
#   20890 (97)
#   20891 (97)
#   20896 (98)
#   20899 (97)
#   20903 (93)
#   20908 (91)
#   20911 (93)
#   20912 (91)
#   20935 (99)
#   20936 (81)
#   20962 (83)
#   20967 (96)
#   20979 (96)
#   20986 (83)
#   21012 (84)
#   21017 (92)
#   21018 (96)
#   21023 (87)
#   21029 (87)
#   21031 (88)
#   21060 (98)
#   21061 (89)
#   21065 (84)
#   21066 (92)
#   21068 (87)
#   21074 (92)
#   21075 (85)
#   21076 (89)
#   21077 (82)
#   21079 (85)
#   21086 (89)
#   21087 (87)
#   21088 (94)
#   21092 (89)
#   21093 (95)
#   21095 (92)
#   21097 (92)
#   21100 (96)
#   21103 (108)
#   21105 (108)
#   21107 (91)
#   21110 (90)
#   21118 (93)
#   21119 (89)
#   21124 (96)
#   21126 (95)
#   21129 (99)
#   21132 (91)
#   21136 (87)
#   21137 (86)
#   21138 (86)
#   21139 (90)
#   21140 (92)
#   21141 (95)
#   21144 (101)
#   21147 (94)
#   21149 (82)
#   21151 (89)
#   21152 (97)
#   21153 (97)
#   21154 (96)
#   21155 (96)
#   21156 (96)
#   21166 (100)
#   21168 (90)
#   21169 (96)
#   21173 (96)
#   21174 (86)
#   21175 (92)
#   21176 (95)
#   21177 (96)
#   21178 (89)
#   21179 (92)
#   21180 (91)
#   21181 (101)
#   21182 (98)
#   21183 (96)
#   21184 (96)
#   21185 (96)
#   21186 (96)
#   21187 (88)
#   21188 (85)
#   21191 (99)
#   21192 (96)
#   21199 (86)
#   21200 (91)
#   21201 (101)
#   21202 (102)
#   21205 (102)
#   21211 (96)
#   21212 (92)
#   21213 (88)
#   21217 (96)
#   21218 (96)
#   21219 (98)
#   21224 (95)
#   21225 (97)
#   21226 (96)
#   21228 (96)
#   21229 (96)
#   21231 (91)
#   21244 (93)
#   21249 (89)
#   21252 (90)
#   21256 (83)
#   21257 (88)
#   21259 (86)
#   21272 (89)
#   21282 (90)
#   21287 (87)
#   21311 (112)
#   21331 (88)
#   21332 (96)
#   21335 (88)
#   21336 (90)
#   21337 (81)
#   21342 (96)
#   21343 (96)
#   21350 (96)
#   21355 (89)
#   21368 (88)
#   21369 (96)
#   21370 (96)
#   21375 (92)
#   21376 (91)
#   21383 (93)
#   21389 (94)
#   21401 (92)
#   21413 (89)
#   21418 (83)
#   21423 (96)
#   21424 (98)
#   21425 (96)
#   21434 (96)
#   21441 (94)
#   21445 (96)
#   21448 (88)
#   21449 (93)
#   21450 (96)
#   21454 (88)
#   21456 (96)
#   21457 (96)
#   21464 (93)
#   21466 (88)
#   21467 (86)
#   21468 (93)
#   21469 (89)
#   21470 (94)
#   21473 (96)
#   21474 (84)
#   21475 (83)
#   21478 (91)
#   21479 (83)
#   21483 (97)
#   21484 (81)
#   21488 (87)
#   21489 (90)
#   21491 (82)
#   21493 (85)
#   21494 (84)
#   21495 (81)
#   21496 (89)
#   21498 (94)
#   21499 (96)
#   21500 (88)
#   21501 (90)
#   21502 (86)
#   21503 (96)
#   21504 (96)
#   21505 (94)
#   21508 (91)
#   21512 (82)
#   21513 (93)
#   21514 (87)
#   21515 (91)
#   21516 (93)
#   21518 (88)
#   21519 (92)
#   21520 (88)
#   21521 (89)
#   21523 (83)
#   21524 (93)
#   21525 (85)
#   21526 (105)
#   21527 (94)
#   21529 (93)
#   21533 (90)
#   21534 (96)
#   21535 (111)
#   21537 (90)
#   21538 (88)
#   21540 (83)
#   21542 (84)
#   21545 (82)
#   21546 (113)
#   21548 (85)
#   21551 (83)
#   21555 (85)
#   21559 (84)
#   21560 (82)
#   21562 (81)
#   21573 (81)
#   21574 (83)
#   21575 (81)
#   21581 (87)
#   21583 (83)
#   21584 (97)
#   21585 (89)
#   21587 (92)
#   21588 (90)
#   21589 (94)
#   21590 (89)
#   21593 (91)
#   21595 (99)
#   21599 (93)
#   21600 (89)
#   21601 (88)
#   21610 (85)
#   21612 (96)
#   21613 (88)
#   21614 (82)
#   21618 (87)
#   21620 (86)
#   21651 (105)
#   21662 (95)
#   21663 (96)
#   21696 (83)
#   21731 (101)
#   21738 (104)
#   21751 (97)
#   21754 (92)
#   21762 (105)
#   21763 (103)
#   21769 (81)
#   21770 (92)
#   21771 (100)
#   21773 (86)
#   21774 (99)
#   21776 (88)
#   21777 (88)
#   21779 (92)
#   21780 (94)
#   21781 (84)
#   21782 (85)
#   21783 (95)
#   21799 (109)
#   21800 (91)
#   21806 (95)
#   21807 (96)
#   21808 (82)
#   21809 (122)
#   21813 (97)
#   21815 (96)
#   21819 (93)
#   21823 (96)
#   21824 (87)
#   21825 (95)
#   21827 (89)
#   21832 (95)
#   21836 (92)
#   21838 (92)
#   21839 (92)
#   21843 (87)
#   21844 (84)
#   21845 (91)
#   21846 (87)
#   21848 (84)
#   21849 (92)
#   21851 (92)
#   21856 (93)
#   21857 (93)
#   21862 (97)
#   21863 (96)
#   21865 (103)
#   21866 (90)
#   21867 (88)
#   21869 (87)
#   21870 (103)
#   21871 (87)
#   21875 (96)
#   21878 (90)
#   21882 (100)
#   21884 (85)
#   21885 (86)
#   21887 (94)
#   21890 (102)
#   21892 (92)
#   21893 (89)
#   21894 (104)
#   21895 (96)
#   21896 (89)
#   21897 (96)
#   21899 (98)
#   21900 (96)
#   21901 (96)
#   21902 (84)
#   21903 (90)
#   21904 (90)
#   21905 (87)
#   21906 (93)
#   21909 (88)
#   21910 (88)
#   21913 (110)
#   21914 (96)
#   21915 (89)
#   21916 (95)
#   21920 (96)
#   21921 (96)
#   21922 (104)
#   21925 (88)
#   21927 (90)
#   21929 (88)
#   21930 (88)
#   21931 (87)
#   21932 (88)
#   21933 (88)
#   21934 (95)
#   21936 (88)
#   21937 (96)
#   21938 (93)
#   21941 (108)
#   21945 (86)
#   21950 (96)
#   21951 (96)
#   21957 (96)
#   21964 (86)
#   21970 (93)
#   21971 (98)
#   21975 (102)
#   21976 (102)
#   21981 (104)
#   22050 (96)
#   22051 (87)
#   22079 (89)
#   22089 (92)
#   22091 (83)
#   22093 (101)
#   22102 (96)
#   22103 (91)
#   22104 (96)
#   22105 (104)
#   22109 (98)
#   22111 (94)
#   22112 (87)
#   22114 (93)
#   22115 (96)
#   22116 (93)
#   22122 (87)
#   22134 (93)
#   22139 (96)
#   22140 (96)
#   22141 (96)
#   22142 (96)
#   22143 (96)
#   22147 (96)
#   22148 (85)
#   22149 (90)
#   22150 (84)
#   22151 (92)
#   22152 (96)
#   22154 (95)
#   22155 (91)
#   22156 (95)
#   22159 (94)
#   22163 (89)
#   22164 (81)
#   22165 (96)
#   22166 (95)
#   22168 (96)
#   22169 (87)
#   22171 (96)
#   22172 (96)
#   22173 (90)
#   22175 (85)
#   22178 (96)
#   22179 (89)
#   22183 (85)
#   22185 (96)
#   22187 (96)
#   22188 (85)
#   22189 (81)
#   22191 (96)
#   22197 (95)
#   22198 (87)
#   22200 (89)
#   22202 (92)
#   22203 (89)
#   22204 (85)
#   22205 (92)
#   22206 (94)
#   22208 (99)
#   22214 (90)
#   22215 (89)
#   22216 (89)
#   22217 (88)
#   22226 (86)
#   22227 (84)
#   22228 (84)
#   22231 (88)
#   22234 (94)
#   22235 (91)
#   22242 (81)
#   22245 (88)
#   22246 (87)
#   22247 (93)
#   22250 (84)
#   22251 (84)
#   22254 (111)
#   22258 (96)
#   22260 (96)
#   22261 (96)
#   22265 (95)
#   22266 (93)
#   22269 (94)
#   22270 (94)
#   22271 (90)
#   22273 (90)
#   22274 (93)
#   22284 (93)
#   22295 (84)
#   22301 (83)
#   22302 (81)
#   22308 (91)
#   22309 (98)
#   22314 (105)
#   22321 (82)
#   22339 (96)
#   22341 (93)
#   22360 (96)
#   22373 (82)
#   22378 (81)
#   22431 (96)
#   22432 (96)
#   22439 (84)
#   22453 (91)
#   22454 (85)
#   22471 (97)
#   22472 (96)
#   22473 (87)
#   22490 (83)
#   22495 (89)
#   22496 (83)
#   22497 (84)
#   22503 (100)
#   22509 (97)
#   22510 (93)
#   22511 (109)
#   22516 (81)
#   22521 (87)
#   22523 (87)
#   22528 (95)
#   22529 (99)
#   22533 (96)
#   22534 (96)
#   22535 (96)
#   22536 (85)
#   22537 (96)
#   22538 (97)
#   22541 (96)
#   22547 (86)
#   22548 (84)
#   22549 (89)
#   22554 (96)
#   22555 (90)
#   22556 (96)
#   22558 (87)
#   22559 (92)
#   22560 (86)
#   22562 (91)
#   22563 (85)
#   22564 (84)
#   22565 (86)
#   22570 (82)
#   22571 (85)
#   22572 (96)
#   22574 (96)
#   22577 (88)
#   22579 (93)
#   22586 (83)
#   22587 (89)
#   22588 (90)
#   22592 (84)
#   22593 (86)
#   22596 (94)
#   22603 (100)
#   22607 (96)
#   22608 (98)
#   22614 (96)
#   22615 (83)
#   22617 (84)
#   22622 (83)
#   22623 (82)
#   22627 (88)
#   22629 (91)
#   22635 (92)
#   22645 (95)
#   22647 (98)
#   22658 (89)
#   22661 (93)
#   22666 (91)
#   22701 (111)
#   22722 (95)
#   22729 (93)
#   22734 (93)
#   22767 (98)
#   22776 (82)
#   22778 (90)
#   22790 (82)
#   22797 (89)
#   22799 (83)
#   22801 (81)
#   22807 (91)
#   22809 (85)
#   22811 (81)
#   22815 (81)
#   22816 (83)
#   22822 (96)
#   22824 (99)
#   22827 (85)
#   22834 (93)
#   22835 (84)
#   22840 (101)
#   22841 (107)
#   22842 (94)
#   22843 (85)
#   22844 (83)
#   22851 (83)
#   22852 (98)
#   22853 (102)
#   22854 (90)
#   22855 (92)
#   22856 (94)
#   22861 (86)
#   22863 (95)
#   22864 (85)
#   22867 (81)
#   22870 (90)
#   22872 (81)
#   22874 (87)
#   22875 (81)
#   22886 (85)
#   22889 (89)
#   22896 (83)
#   22904 (81)
#   22905 (91)
#   22908 (88)
#   22914 (82)
#   22915 (87)
#   22916 (88)
#   22917 (90)
#   22918 (100)
#   22919 (88)
#   22920 (86)
#   22921 (95)
#   22922 (87)
#   22929 (93)
#   22932 (82)
#   22933 (83)
#   22937 (82)
#   22939 (82)
#   22940 (85)
#   22942 (84)
#   22944 (90)
#   22946 (90)
#   22949 (96)
#   22950 (96)
#   22952 (83)
#   22953 (81)
#   22956 (91)
#   22957 (95)
#   22959 (100)
#   22961 (103)
#   22963 (100)
#   22965 (85)
#   22966 (86)
#   22967 (95)
#   22968 (90)
#   22970 (104)
#   22972 (97)
#   22973 (85)
#   22974 (87)
#   22975 (89)
#   22976 (86)
#   22977 (87)
#   22980 (96)
#   22981 (96)
#   22982 (96)
#   22985 (91)
#   22986 (104)
#   22987 (102)
#   22989 (96)
#   22991 (86)
#   22992 (95)
#   22994 (84)
#   22997 (82)
#   22998 (96)
#   22999 (96)
#   23000 (96)
#   23001 (96)
#   23002 (89)
#   23003 (85)
#   23005 (96)
#   23006 (94)
#   23007 (84)
#   23009 (92)
