#TFM v1.0.8 by tritical
field = bottom
crc32 = 30e08e79
39774 p - [39]
39775 c - [35]
39776 c - [34]
39777 c - [39]
39778 c - [43]
39779 p - [42]
39780 p - [50]
39781 c - [24]
39782 c - [25]
39783 c - [50]
39784 p - [23]
39785 c - [65]
39786 c - [35]
39787 c - [53]
39788 p - [46]
39789 p - [26]
39790 c - [75]
39791 c - [77]
39792 l + [89]
39793 c - [66]
39794 p - [65]
39795 c - [57]
39796 c - [80]
39797 c - [58]
39798 c - [55]
39799 p - [64]
39800 c - [63]
39801 c - [61]
39802 c - [66]
39803 c - [67]
39804 c - [73]
39805 c - [51]
39806 c - [67]
39807 c - [64]
39808 c - [74]
39809 p - [77]
39810 p - [75]
39811 p - [71]
39812 c - [58]
39813 p - [45]
39814 p - [70]
39815 c - [54]
39816 c - [50]
39817 c - [61]
39818 c - [64]
39819 c - [71]
39820 c - [55]
39821 c - [48]
39822 c - [57]
39823 c - [55]
39824 c - [77]
39825 p - [80]
39826 c - [78]
39827 l + [81]
39828 c - [71]
39829 p - [76]
39830 c - [79]
39831 p - [59]
39832 c - [67]
39833 c - [67]
39834 p - [51]
39835 c - [61]
39836 p - [78]
39837 c - [75]
39838 c - [68]
39839 c - [75]
39840 p - [68]
39841 c - [70]
39842 c - [67]
39843 c - [66]
39844 p - [78]
39845 c - [74]
39846 l + [84]
39847 p - [66]
39848 c - [62]
39849 c - [55]
39850 p - [66]
39851 c - [56]
39852 c - [49]
39853 c - [54]
39854 c - [59]
39855 p - [71]
39856 p - [43]
39857 c - [48]
39858 l + [81]
39859 p - [60]
39860 c - [75]
39861 c - [62]
39862 c - [66]
39863 c - [56]
39864 c - [58]
39865 c - [72]
39866 p - [64]
39867 c - [72]
39868 c - [76]
39869 p + [85]
39870 p - [73]
39871 c - [53]
39872 c - [79]
39873 c - [60]
39874 c - [66]
39875 p - [63]
39876 c - [61]
39877 c - [77]
39878 c - [68]
39879 c - [67]
39880 p - [58]
39881 p - [72]
39882 l + [83]
39883 c - [70]
39884 p + [85]
39885 p - [71]
39886 c - [57]
39887 c - [67]
39888 c - [70]
39889 c - [68]
39890 p - [77]
39891 c - [79]
39892 c - [56]
39893 c - [66]
39894 l + [85]
39895 p - [72]
39896 p - [72]
39897 c - [71]
39898 c - [77]
39899 c - [78]
39900 p - [78]
39901 l + [82]
39902 l + [84]
39903 c - [64]
39904 c - [55]
39905 p - [75]
39906 l + [82]
39907 c - [61]
39908 c - [78]
39909 c - [51]
39910 p - [64]
39911 p - [64]
39912 c - [74]
39913 c - [70]
39914 c - [43]
39915 p + [94]
39916 c - [27]
39917 c - [27]
39918 c - [42]
39919 c - [36]
39920 p - [49]
39921 c - [32]
39922 p - [59]
39923 c - [57]
39924 c - [44]
39925 p - [35]
39926 p - [71]
39927 c - [28]
39928 c - [30]
39929 c - [23]
39930 p - [31]
39931 l + [81]
39932 c - [40]
39933 c - [30]
39934 c - [22]
39935 p - [27]
39936 c - [32]
39937 c - [39]
39938 c - [47]
39939 c - [48]
39940 p - [64]
39941 p - [50]
39942 p - [52]
39943 c - [62]
39944 p - [47]
39945 p - [49]
39946 p - [51]
39947 c - [42]
39948 c - [47]
39949 c - [57]
39950 p - [47]
39951 p - [67]
39952 c - [49]
39953 c - [45]
39954 c - [43]
39955 p - [52]
39956 p - [54]
39957 c - [50]
39958 c - [47]
39959 c - [48]
39960 p - [52]
39961 p - [55]
39962 c - [46]
39963 c - [50]
39964 c - [71]
39965 p - [55]
39966 l + [256]
39967 c - [51]
39968 c - [47]
39969 c - [57]
39970 p - [50]
39971 p - [68]
39972 c - [43]
39973 c - [48]
39974 c - [44]
39975 p - [54]
39976 p - [51]
39977 c - [50]
39978 c - [62]
39979 c - [46]
39980 p - [50]
39981 p - [52]
39982 c - [46]
39983 c - [42]
39984 c - [46]
39985 c - [42]
39986 p - [51]
39987 c - [51]
39988 c - [49]
39989 c - [46]
39990 p - [54]
39991 p - [51]
39992 c - [57]
39993 c - [49]
39994 c - [45]
39995 p - [57]
39996 p - [49]
39997 c - [43]
39998 c - [46]
39999 c - [45]
40000 p - [48]
40001 l + [121]
40002 c - [64]
40003 c - [54]
40004 c - [51]
40005 p - [51]
40006 c - [64]
40007 c - [53]
40008 c - [45]
40009 c - [53]
40010 p - [49]
40011 c - [43]
40012 c - [56]
40013 c - [47]
40014 c - [50]
40015 p - [49]
40016 p - [51]
40017 c - [52]
40018 c - [48]
40019 c - [52]
40020 p - [50]
40021 c - [60]
40022 c - [51]
40023 c - [48]
40024 c - [42]
40025 p - [49]
40026 l + [94]
40027 c - [44]
40028 c - [44]
40029 p - [49]
40030 p - [55]
40031 p - [45]
40032 p - [48]
40033 c - [45]
40034 c - [43]
40035 p - [56]
40036 c - [69]
40037 c - [46]
40038 c - [48]
40039 l + [82]
40040 p - [59]
40041 c - [50]
40042 p - [47]
40043 c - [50]
40044 c - [45]
40045 c - [64]
40046 p - [50]
40047 c - [50]
40048 p - [53]
40049 c - [45]
40050 p + [86]
40051 c - [56]
40052 c - [50]
40053 c - [51]
40054 c - [69]
40055 c - [51]
40056 c - [52]
40057 c - [48]
40058 c - [55]
40059 l + [87]
40060 c - [46]
40061 p - [51]
40062 c - [68]
40063 c - [47]
40064 c - [46]
40065 p - [76]
40066 c - [76]
40067 c - [44]
40068 c - [38]
40069 c - [61]
40070 p - [69]
40071 c - [60]
40072 c - [45]
40073 c - [77]
40074 c - [75]
40075 c - [23]
40076 p - [49]
40077 c - [22]
40078 c - [25]
40079 c - [27]
40080 p - [23]
40081 l + [81]
40082 p - [65]
40083 c - [46]
40084 c - [26]
40085 p - [43]
40086 c - [24]
40087 c - [42]
40088 c - [40]
40089 c - [36]
40090 c - [43]
40091 c - [67]
40092 c - [40]
40093 c - [34]
40094 c - [30]
40095 c - [55]
40096 c - [53]
40097 c - [27]
40098 c - [58]
40099 c - [39]
40100 c - [47]
40101 c - [46]
40102 c - [37]
40103 c - [31]
40104 c - [61]
40105 c - [49]
40106 p - [23]
40107 c - [56]
40108 c - [29]
40109 c - [28]
40110 p - [56]
40111 c - [67]
40112 c - [69]
40113 c - [30]
40114 c - [23]
40115 c - [65]
40116 c - [25]
40117 c - [57]
40118 c - [31]
40119 c - [80]
40120 c - [39]
40121 p - [65]
40122 c - [42]
40123 c - [44]
40124 c - [24]
40125 p - [56]
40126 c - [80]
40127 c - [32]
40128 c - [53]
40129 c - [23]
40130 p - [48]
40131 c - [79]
40132 c - [24]
40133 c - [41]
40134 c - [61]
40135 c - [37]
40136 p - [61]
40137 c - [78]
40138 c - [49]
40139 c - [47]
40140 p - [52]
40141 c - [36]
40142 c - [23]
40143 l + [91]
40144 c - [36]
40145 p - [74]
40146 c - [77]
40147 c - [63]
40148 c - [38]
40149 c - [39]
40150 p - [31]
40151 p - [38]
40152 c - [80]
40153 c - [44]
40154 c - [45]
40155 p - [51]
40156 c - [49]
40157 c - [64]
40158 c - [54]
40159 c - [67]
40160 p - [20]
40161 c - [54]
40162 c - [66]
40163 c - [40]
40164 p - [24]
40165 p - [33]
40166 p - [46]
40167 c - [31]
40168 c - [39]
40169 c - [76]
40170 p + [90]
40171 c - [21]
40172 c - [43]
40173 c - [37]
40174 c - [34]
40175 p - [43]
40176 c - [48]
40177 p - [41]
40178 c - [46]
40179 c - [61]
40180 p - [51]
40181 c - [32]
40182 c - [80]
40183 c - [24]
40184 c - [39]
40185 p - [56]
40186 c - [55]
40187 c - [11]
40188 l + [90]
40189 c - [37]
40190 p - [45]
40191 c - [53]
40192 c - [19]
40193 c - [64]
40194 c - [27]
40195 p - [23]
40196 c - [56]
40197 c - [37]
40198 c - [23]
40199 c - [60]
40200 p - [32]
40201 c - [79]
40202 p - [66]
40203 c - [34]
40204 c - [68]
40205 p - [27]
40206 c - [62]
40207 c - [62]
40208 c - [42]
40209 c - [47]
40210 p - [48]
40211 c - [44]
40212 c - [62]
40213 c - [30]
40214 c - [57]
40215 p + [81]
40216 c - [69]
40217 c - [57]
40218 c - [26]
40219 c - [39]
40220 p - [67]
40221 p - [26]
40222 c - [19]
40223 l + [84]
40224 c - [42]
40225 c - [22]
40226 p - [31]
40227 c - [36]
40228 c - [29]
40229 c - [30]
40230 p - [55]
40231 c - [34]
40232 c - [48]
40233 c - [25]
40234 c - [21]
40235 c - [15]
40236 p - [22]
40237 c - [25]
40238 c - [16]
40239 c - [40]
40240 c - [36]
40241 p - [46]
40242 c - [28]
40243 c - [40]
40244 c - [25]
40245 p - [33]
40246 c - [43]
40247 c - [30]
40248 c - [41]
40249 c - [27]
40250 c - [15]
40251 c - [41]
40252 c - [16]
40253 c - [29]
40254 c - [42]
40255 p - [29]
40256 p - [56]
40257 c - [30]
40258 c - [48]
40259 c - [56]
40260 p - [26]
40261 c - [35]
40262 c - [27]
40263 c - [18]
40264 c - [56]
40265 c - [22]
40266 c - [30]
40267 c - [37]
40268 c - [16]
40269 c - [34]
40270 c - [22]
40271 p - [30]
40272 c - [23]
40273 c - [17]
40274 c - [48]
40275 p - [37]
40276 c - [34]
40277 c - [39]
40278 c - [46]
40279 c - [55]
40280 c - [48]
40281 c - [22]
40282 c - [72]
40283 c - [71]
40284 c - [21]
40285 c - [23]
40286 p - [44]
40287 c - [42]
40288 c - [20]
40289 c - [46]
40290 p - [29]
40291 c - [40]
40292 c - [44]
40293 c - [60]
40294 c - [29]
40295 c - [40]
40296 c - [18]
40297 c - [30]
40298 c - [40]
40299 c - [31]
40300 c - [27]
40301 p - [38]
40302 c - [27]
40303 c - [30]
40304 c - [29]
40305 p - [27]
40306 c - [32]
40307 c - [26]
40308 c - [24]
40309 c - [34]
40310 c - [21]
40311 c - [38]
40312 c - [22]
40313 c - [35]
40314 c - [72]
40315 c - [21]
40316 c - [17]
40317 c - [54]
40318 c - [13]
40319 c - [34]
40320 c - [38]
40321 c - [32]
40322 c - [54]
40323 c - [20]
40324 c - [67]
40325 c - [74]
40326 c - [33]
40327 c - [45]
40328 c - [45]
40329 c - [27]
40330 c - [32]
40331 c - [39]
40332 c - [41]
40333 c - [53]
40334 c - [41]
40335 p - [74]
40336 c - [46]
40337 c - [54]
40338 c - [37]
40339 c - [31]
40340 c - [57]
40341 c - [36]
40342 c - [38]
40343 c - [61]
40344 c - [78]
40345 p - [38]
40346 c - [54]
40347 c - [55]
40348 c - [32]
40349 c - [57]
40350 p - [41]
40351 c - [63]
40352 c - [23]
40353 c - [28]
40354 c - [25]
40355 p - [22]
40356 c - [27]
40357 c - [71]
40358 c - [41]
40359 c - [22]
40360 p - [28]
40361 c - [36]
40362 c - [45]
40363 c - [39]
40364 c - [45]
40365 p - [22]
40366 c - [62]
40367 c - [51]
40368 c - [33]
40369 c - [34]
40370 c - [43]
40371 c - [64]
40372 c - [25]
40373 c - [25]
40374 c - [48]
40375 c - [19]
40376 c - [24]
40377 c - [40]
40378 c - [32]
40379 c - [29]
40380 c - [36]
40381 c - [32]
40382 c - [20]
40383 c - [27]
40384 c - [24]
40385 c - [21]
40386 c - [38]
40387 c - [46]
40388 c - [53]
40389 c - [46]
40390 c - [43]
40391 c - [59]
40392 c - [50]
40393 c - [21]
40394 c - [79]
40395 c - [50]
40396 c - [59]
40397 c - [21]
40398 c - [23]
40399 c - [24]
40400 c - [42]
40401 c - [24]
40402 c - [26]
40403 c - [29]
40404 c - [38]
40405 c - [14]
40406 c - [22]
40407 c - [27]
40408 p - [43]
40409 p - [35]
40410 c - [18]
40411 c - [31]
40412 c - [39]
40413 p - [20]
40414 p - [31]
40415 c - [21]
40416 c - [14]
40417 c - [21]
40418 c - [10]
40419 c - [22]
40420 c - [38]
40421 c - [23]
40422 c - [18]
40423 c - [15]
40424 c - [29]
40425 c - [46]
40426 c - [50]
40427 c - [18]
40428 c - [18]
40429 c - [26]
40430 c - [20]
40431 c - [29]
40432 c - [18]
40433 c - [27]
40434 c - [10]
40435 c - [22]
40436 c - [36]
40437 c - [23]
40438 c - [12]
40439 c - [15]
40440 c - [34]
40441 c - [21]
40442 c - [10]
40443 p - [26]
40444 c - [23]
40445 c - [21]
40446 c - [14]
40447 c - [41]
40448 c - [17]
40449 c - [19]
40450 c - [17]
40451 c - [36]
40452 c - [47]
40453 c - [40]
40454 c - [31]
40455 c - [22]
40456 p - [20]
40457 c - [23]
40458 c - [29]
40459 c - [25]
40460 c - [61]
40461 p - [39]
40462 c - [40]
40463 p - [21]
40464 c - [11]
40465 c - [13]
40466 c - [19]
40467 p - [12]
40468 p - [18]
40469 c - [33]
40470 c - [6]
40471 c - [17]
40472 p - [8]
40473 p - [15]
40474 c - [19]
40475 c - [11]
40476 c - [22]
40477 p - [29]
40478 p - [30]
40479 c - [10]
40480 c - [9]
40481 c - [8]
40482 p - [15]
40483 p - [21]
40484 c - [16]
40485 c - [17]
40486 c - [26]
40487 p - [15]
40488 p - [17]
40489 c - [31]
40490 c - [34]
40491 c - [10]
40492 c - [8]
40493 c - [26]
40494 c - [10]
40495 p - [10]
40496 c - [16]
40497 p - [8]
40498 c - [10]
40499 c - [13]
40500 c - [13]
40501 c - [26]
40502 p - [19]
40503 p - [25]
40504 c - [18]
40505 c - [13]
40506 c - [21]
40507 p - [11]
40508 p - [40]
40509 c - [13]
40510 c - [21]
40511 c - [15]
40512 p - [18]
40513 p - [19]
40514 c - [29]
40515 c - [17]
40516 c - [20]
40517 p - [23]
40518 p - [23]
40519 c - [16]
40520 c - [37]
40521 c - [6]
40522 p - [6]
40523 p - [14]
40524 c - [32]
40525 c - [27]
40526 c - [6]
40527 p - [9]
40528 p - [11]
40529 c - [7]
40530 c - [14]
40531 c - [13]
40532 p - [25]
40533 p - [18]
40534 c - [23]
40535 c - [13]
40536 c - [10]
40537 p - [19]
40538 c - [25]
40539 c - [14]
40540 c - [29]
40541 c - [31]
40542 c - [29]
40543 c - [20]
40544 c - [26]
40545 p - [22]
40546 c - [30]
40547 c - [12]
40548 c - [25]
40549 c - [25]
40550 c - [20]
40551 c - [33]
40552 c - [18]
40553 c - [32]
40554 c - [26]
40555 c - [11]
40556 c - [32]
40557 c - [29]
40558 c - [19]
40559 c - [20]
40560 c - [13]
40561 c - [15]
40562 c - [22]
40563 c - [16]
40564 c - [21]
40565 c - [33]
40566 c - [20]
40567 c - [29]
40568 c - [22]
40569 c - [18]
40570 p - [25]
40571 c - [17]
40572 c - [17]
40573 c - [26]
40574 p - [18]
40575 c - [35]
40576 c - [70]
40577 p - [55]
40578 c - [35]
40579 c - [56]
40580 c - [32]
40581 c - [21]
40582 c - [14]
40583 c - [34]
40584 c - [29]
40585 c - [49]
40586 c - [26]
40587 c - [30]
40588 p - [54]
40589 p - [23]
40590 p - [31]
40591 c - [32]
40592 c - [13]
40593 p - [17]
40594 p - [24]
40595 c - [11]
40596 c - [28]
40597 c - [35]
40598 p - [23]
40599 p - [15]
40600 c - [24]
40601 c - [20]
40602 c - [8]
40603 p - [14]
40604 p - [23]
40605 c - [17]
40606 c - [19]
40607 c - [19]
40608 p - [57]
40609 p - [11]
40610 c - [16]
40611 c - [12]
40612 c - [12]
40613 p - [10]
40614 p - [22]
40615 c - [55]
40616 c - [49]
40617 c - [19]
40618 p - [16]
40619 p - [12]
40620 c - [28]
40621 c - [58]
40622 c - [39]
40623 p - [35]
40624 p - [16]
40625 c - [16]
40626 c - [26]
40627 c - [30]
40628 p - [13]
40629 p - [16]
40630 c - [33]
40631 c - [27]
40632 c - [59]
40633 p - [36]
40634 p - [24]
40635 c - [43]
40636 c - [24]
40637 c - [27]
40638 p - [58]
40639 p - [30]
40640 c - [52]
40641 c - [73]
40642 c - [25]
40643 p - [14]
40644 p - [38]
40645 p - [29]
40646 c - [53]
40647 c - [55]
40648 p - [55]
40649 p - [46]
40650 c - [29]
40651 c - [40]
40652 c - [28]
40653 p - [63]
40654 p - [44]
40655 c - [42]
40656 c - [40]
40657 c - [44]
40658 p - [48]
40659 p - [37]
40660 p - [27]
40661 l + [86]
40662 c - [47]
40663 p - [23]
40664 p - [65]
40665 c - [15]
40666 c - [49]
40667 c - [59]
40668 p - [33]
40669 p - [19]
40670 c - [16]
40671 c - [45]
40672 c - [33]
40673 p - [25]
40674 p - [30]
40675 c - [28]
40676 c - [18]
40677 c - [23]
40678 p - [19]
40679 p - [32]
40680 c - [21]
40681 c - [18]
40682 c - [5]
40683 p - [6]
40684 p - [16]
40685 c - [14]
40686 c - [13]
40687 c - [10]
40688 p - [7]
40689 p - [12]
40690 c - [15]
40691 c - [23]
40692 c - [10]
40693 p - [14]
40694 p - [15]
40695 p - [14]
40696 c - [20]
40697 c - [26]
40698 p - [15]
40699 p - [14]
40700 c - [35]
40701 c - [13]
40702 c - [15]
40703 p - [27]
40704 p - [11]
40705 c - [24]
40706 c - [10]
40707 c - [29]
40708 p - [17]
40709 p - [15]
40710 c - [8]
40711 c - [48]
40712 c - [27]
40713 p - [22]
40714 p - [25]
40715 c - [17]
40716 c - [10]
40717 c - [16]
40718 p - [16]
40719 p - [15]
40720 c - [14]
40721 c - [30]
40722 c - [26]
40723 p - [12]
40724 p - [17]
40725 c - [22]
40726 c - [20]
40727 c - [35]
40728 p - [21]
40729 p - [31]
40730 c - [11]
40731 c - [13]
40732 c - [8]
40733 p - [25]
40734 p - [25]
40735 c - [10]
40736 c - [21]
40737 c - [29]
40738 p - [31]
40739 p - [18]
40740 p - [17]
40741 c - [11]
40742 c - [14]
40743 p - [40]
40744 p - [17]
40745 c - [7]
40746 c - [20]
40747 c - [15]
40748 p - [9]
40749 p - [14]
40750 c - [18]
40751 c - [14]
40752 c - [16]
40753 p - [21]
40754 p - [29]
40755 c - [10]
40756 c - [11]
40757 c - [11]
40758 p - [13]
40759 p - [17]
40760 c - [13]
40761 c - [29]
40762 c - [18]
40763 p - [9]
40764 p - [26]
40765 c - [27]
40766 c - [27]
40767 c - [11]
40768 p - [11]
40769 p - [21]
40770 c - [49]
40771 c - [15]
40772 c - [35]
40773 p - [30]
40774 p - [16]
40775 c - [33]
40776 c - [7]
40777 c - [20]
40778 p - [29]
40779 p - [12]
40780 c - [18]
40781 c - [22]
40782 c - [27]
40783 p - [33]
40784 p - [24]
40785 c - [12]
40786 c - [53]
40787 c - [18]
40788 p - [13]
40789 p - [23]
40790 c - [30]
40791 c - [20]
40792 c - [19]
40793 p - [12]
40794 p - [16]
40795 c - [18]
40796 c - [21]
40797 c - [15]
40798 p - [14]
40799 p - [11]
40800 c - [29]
40801 c - [12]
40802 c - [50]
40803 p - [32]
40804 p - [19]
40805 c - [17]
40806 c - [20]
40807 c - [14]
40808 p - [25]
40809 p - [38]
40810 c - [12]
40811 c - [15]
40812 c - [8]
40813 p - [17]
40814 p - [30]
40815 c - [31]
40816 c - [14]
40817 c - [25]
40818 p - [24]
40819 p - [19]
40820 c - [13]
40821 c - [20]
40822 c - [23]
40823 p - [32]
40824 p - [12]
40825 c - [27]
40826 c - [9]
40827 c - [7]
40828 p - [22]
40829 p - [37]
40830 c - [12]
40831 c - [19]
40832 c - [15]
40833 p - [27]
40834 p - [19]
40835 c - [18]
40836 c - [11]
40837 c - [11]
40838 p - [14]
40839 p - [43]
40840 c - [39]
40841 c - [25]
40842 p - [10]
40843 p - [17]
40844 p - [31]
40845 c - [11]
40846 c - [25]
40847 p - [26]
40848 p - [25]
40849 c - [13]
40850 c - [14]
40851 c - [9]
40852 p - [5]
40853 p - [7]
40854 c - [23]
40855 c - [7]
40856 c - [21]
40857 c - [29]
40858 p - [33]
40859 c - [7]
40860 c - [10]
40861 c - [10]
40862 p - [8]
40863 c - [15]
40864 c - [11]
40865 c - [4]
40866 c - [5]
40867 c - [6]
40868 c - [4]
40869 c - [9]
40870 c - [6]
40871 c - [13]
40872 c - [11]
40873 c - [3]
40874 c - [34]
40875 c - [17]
40876 c - [10]
40877 c - [11]
40878 c - [11]
40879 c - [10]
40880 c - [15]
40881 p - [7]
40882 p - [15]
40883 c - [8]
40884 c - [6]
40885 c - [18]
40886 c - [16]
40887 p - [8]
40888 c - [34]
40889 c - [23]
40890 c - [21]
40891 c - [15]
40892 p - [11]
40893 p - [27]
40894 c - [11]
40895 c - [18]
40896 c - [12]
40897 p - [18]
40898 c - [8]
40899 p - [41]
40900 c - [14]
40901 c - [16]
40902 c - [13]
40903 c - [31]
40904 c - [8]
40905 c - [20]
40906 c - [32]
40907 p - [24]
40908 p - [26]
40909 c - [26]
40910 c - [31]
40911 c - [48]
40912 p - [48]
40913 p - [22]
40914 c - [16]
40915 c - [10]
40916 c - [56]
40917 p - [37]
40918 p - [43]
40919 c - [25]
40920 c - [49]
40921 c - [45]
40922 c - [71]
40923 c - [30]
40924 p - [19]
40925 p - [30]
40926 c - [29]
40927 c - [21]
40928 c - [30]
40929 p - [56]
40930 p - [67]
40931 c - [16]
40932 c - [50]
40933 c - [17]
40934 p - [41]
40935 p - [20]
40936 c - [34]
40937 c - [46]
40938 c - [18]
40939 p - [29]
40940 p - [34]
40941 c - [32]
40942 c - [23]
40943 c - [23]
40944 p - [21]
40945 p - [44]
40946 c - [19]
40947 c - [14]
40948 c - [37]
40949 p - [30]
40950 p - [31]
40951 p - [28]
40952 c - [39]
40953 c - [19]
40954 p - [23]
40955 p - [20]
40956 c - [34]
40957 c - [32]
40958 c - [49]
40959 p - [22]
40960 p - [43]
40961 c - [29]
40962 c - [46]
40963 c - [31]
40964 p - [36]
40965 p - [65]
40966 c - [32]
40967 c - [61]
40968 c - [50]
40969 p - [51]
40970 p - [72]
40971 c - [79]
40972 c - [62]
40973 c - [61]
40974 p - [57]
40975 p - [30]
40976 c - [38]
40977 c - [10]
40978 p - [7]
40979 p - [10]
40980 c - [2]
40981 c - [6]
40982 c - [34]
40983 p - [18]
40984 p - [14]
40985 c - [9]
40986 c - [7]
40987 c - [4]
40988 p - [5]
40989 p - [17]
40990 c - [7]
40991 c - [15]
40992 c - [3]
40993 p - [7]
40994 p - [13]
40995 c - [10]
40996 c - [3]
40997 c - [12]
40998 p - [14]
40999 p - [12]
41000 c - [4]
41001 c - [3]
41002 c - [10]
41003 p - [8]
41004 p - [12]
41005 c - [10]
41006 c - [3]
41007 c - [4]
41008 p - [22]
41009 p - [18]
41010 c - [6]
41011 c - [4]
41012 c - [4]
41013 p - [1]
41014 p - [4]
41015 c - [6]
41016 c - [13]
41017 c - [12]
41018 p - [12]
41019 p - [7]
41020 c - [4]
41021 c - [13]
41022 c - [21]
41023 p - [21]
41024 p - [40]
41025 c - [24]
41026 c - [19]
41027 c - [53]
41028 p - [37]
41029 p - [18]
41030 c - [18]
41031 c - [22]
41032 c - [32]
41033 c - [41]
41034 c - [23]
41035 c - [33]
41036 c - [42]
41037 p - [35]
41038 c - [30]
41039 p - [26]
41040 c - [33]
41041 c - [29]
41042 p - [15]
41043 p - [18]
41044 c - [21]
41045 c - [24]
41046 p - [37]
41047 c - [31]
41048 c - [40]
41049 c - [31]
41050 c - [21]
41051 c - [17]
41052 c - [17]
41053 c - [17]
41054 p - [31]
41055 p - [32]
41056 c - [40]
41057 c - [21]
41058 p - [22]
41059 c - [25]
41060 c - [36]
41061 c - [56]
41062 c - [37]
41063 p - [23]
41064 c - [20]
41065 c - [23]
41066 c - [51]
41067 c - [55]
41068 p - [43]
41069 p - [53]
41070 c - [24]
41071 c - [18]
41072 c - [19]
41073 p - [16]
41074 p - [22]
41075 c - [31]
41076 c - [28]
41077 c - [43]
41078 p - [43]
41079 p - [46]
41080 c - [39]
41081 c - [38]
41082 c - [65]
41083 p - [21]
41084 p - [23]
41085 c - [25]
41086 c - [30]
41087 c - [27]
41088 p - [20]
41089 p - [23]
41090 c - [42]
41091 c - [22]
41092 c - [36]
41093 p - [28]
41094 p - [41]
41095 c - [29]
41096 n - [39]
41097 c - [14]
41098 c - [36]
41099 c - [23]
41100 c - [18]
41101 c - [46]
41102 c - [14]
41103 c - [16]
41104 p - [15]
41105 c - [36]
41106 c - [10]
41107 c - [20]
41108 c - [26]
41109 c - [14]
41110 c - [19]
41111 c - [12]
41112 c - [32]
41113 c - [10]
41114 c - [17]
41115 c - [22]
41116 p - [18]
41117 c - [18]
41118 c - [41]
41119 c - [32]
41120 c - [25]
41121 c - [17]
41122 c - [20]
41123 c - [34]
41124 c - [25]
41125 c - [10]
41126 c - [17]
41127 c - [33]
41128 c - [23]
41129 c - [13]
41130 c - [14]
41131 c - [29]
41132 c - [29]
41133 c - [22]
41134 c - [31]
41135 c - [34]
41136 c - [14]
41137 c - [7]
41138 c - [37]
41139 c - [18]
41140 c - [8]
41141 c - [39]
41142 c - [31]
41143 p - [15]
41144 c - [32]
41145 c - [47]
41146 p - [23]
41147 c - [8]
41148 c - [9]
41149 c - [16]
41150 c - [34]
41151 p - [26]
41152 c - [18]
41153 c - [33]
41154 c - [42]
41155 c - [16]
41156 c - [11]
41157 c - [19]
41158 c - [27]
41159 c - [19]
41160 c - [20]
41161 c - [12]
41162 c - [19]
41163 c - [21]
41164 c - [32]
41165 p - [16]
41166 c - [49]
41167 c - [37]
41168 c - [34]
41169 c - [23]
41170 c - [13]
41171 c - [29]
41172 c - [19]
41173 c - [24]
41174 c - [28]
41175 c - [16]
41176 p - [29]
41177 c - [14]
41178 c - [34]
41179 c - [19]
41180 c - [16]
41181 c - [55]
41182 c - [12]
41183 c - [18]
41184 c - [22]
41185 c - [11]
41186 p - [12]
41187 c - [21]
41188 p - [16]
41189 c - [18]
41190 c - [15]
41191 c - [24]
41192 c - [30]
41193 c - [12]
41194 c - [7]
41195 c - [32]
41196 c - [28]
41197 c - [14]
41198 c - [43]
41199 c - [32]
41200 c - [29]
41201 c - [30]
41202 c - [15]
41203 c - [18]
41204 c - [44]
41205 c - [24]
41206 c - [21]
41207 c - [19]
41208 c - [18]
41209 c - [20]
41210 c - [31]
41211 c - [13]
41212 c - [34]
41213 c - [50]
41214 c - [40]
41215 c - [42]
41216 p - [25]
41217 c - [15]
41218 c - [20]
41219 c - [35]
41220 c - [31]
41221 p - [38]
41222 c - [33]
41223 c - [15]
41224 c - [39]
41225 p - [24]
41226 c - [10]
41227 c - [11]
41228 c - [22]
41229 c - [23]
41230 c - [22]
41231 c - [30]
41232 c - [30]
41233 c - [17]
41234 c - [20]
41235 c - [21]
41236 c - [28]
41237 c - [39]
41238 c - [19]
41239 c - [18]
41240 c - [15]
41241 c - [23]
41242 c - [14]
41243 c - [20]
41244 c - [42]
41245 c - [14]
41246 c - [7]
41247 c - [11]
41248 c - [25]
41249 c - [11]
41250 c - [28]
41251 c - [20]
41252 c - [25]
41253 c - [26]
41254 c - [20]
41255 c - [14]
41256 c - [27]
41257 c - [24]
41258 c - [24]
41259 c - [34]
41260 c - [27]
41261 c - [30]
41262 c - [19]
41263 c - [18]
41264 c - [17]
41265 p - [19]
41266 c - [23]
41267 p - [29]
41268 c - [15]
41269 c - [13]
41270 c - [20]
41271 c - [26]
41272 c - [46]
41273 c - [26]
41274 c - [22]
41275 c - [18]
41276 c - [20]
41277 c - [43]
41278 c - [33]
41279 c - [29]
41280 c - [23]
41281 c - [24]
41282 c - [16]
41283 c - [19]
41284 c - [18]
41285 c - [37]
41286 c - [37]
41287 c - [50]
41288 c - [22]
41289 c - [36]
41290 c - [54]
41291 c - [27]
41292 c - [24]
41293 c - [9]
41294 c - [28]
41295 c - [9]
41296 c - [23]
41297 c - [44]
41298 c - [15]
41299 c - [18]
41300 c - [10]
41301 c - [24]
41302 c - [17]
41303 c - [22]
#
#
# OVR HELP INFORMATION:
#
# [COMBED FRAMES]
#
#   [Individual Frames]
#   FORMAT:  frame_number (mic_value)
#
#   247 (86)
#   633 (106)
#   888 (105)
#   1095 (84)
#   1111 (96)
#   1119 (83)
#   1202 (82)
#   1760 (88)
#   1780 (106)
#   3530 (91)
#   3555 (90)
#   3557 (90)
#   3565 (101)
#   5323 (85)
