#TFM v1.0.8 by tritical
field = bottom
crc32 = 6e749f4d
#   25999 (256)
#   26000 (256)
#   26001 (256)
#   26002 (256)
#   26003 (256)
#   26004 (256)
#   26005 (256)
#   26006 (256)
#   26007 (256)
#   26008 (256)
#   26009 (256)
#   26010 (244)
#   26011 (256)
#   26012 (160)
#   26062 (85)
#   26075 (256)
#   26076 (256)
#   26077 (256)
#   26078 (256)
#   26079 (256)
#   26080 (256)
#   26081 (256)
#   26082 (256)
#   26083 (256)
#   26084 (256)
#   26085 (256)
#   26086 (256)
#   26087 (256)
#   26088 (256)
#   26089 (256)
#   26090 (256)
#   26091 (251)
#   26092 (256)
#   26093 (256)
#   26094 (256)
#   26095 (256)
#   26096 (256)
#   26097 (256)
#   26098 (256)
#   26099 (256)
#   26100 (256)
#   26101 (256)
#   26102 (256)
#   26103 (256)
#   26104 (190)
#   26105 (256)
#   26106 (256)
#   26107 (256)
#   26108 (256)
#   26109 (98)
#   26110 (92)
#   26112 (256)
#   26113 (189)
#   26114 (118)
#   26355 (256)
#   26356 (240)
#   26357 (256)
#   26358 (256)
#   26359 (256)
#   26360 (256)
#   26361 (256)
#   26362 (256)
#   26363 (256)
#   26364 (92)
#   26365 (256)
#   26366 (256)
#   26367 (256)
#   26368 (256)
#   26369 (256)
#   26370 (254)
#   26372 (256)
#   26373 (256)
#   26374 (256)
#   26375 (256)
#   26376 (256)
#   26377 (256)
#   26378 (256)
#   26379 (227)
#   26380 (256)
#   26382 (152)
#   26383 (256)
#   26384 (256)
#   26385 (208)
#   26386 (178)
#   26387 (256)
#   26388 (256)
#   26389 (256)
#   26390 (256)
#   26391 (256)
#   26392 (256)
#   26393 (256)
#   26394 (210)
#   26395 (256)
#   26396 (256)
#   26397 (256)
#   26398 (240)
#   26531 (81)
#   26612 (83)
#   26838 (90)
#   26876 (95)
#   27276 (85)
#   27283 (86)
#   27560 (87)
#   27573 (96)
#   27620 (82)
#   27621 (87)
#   27622 (102)
#   27671 (94)
#   27672 (89)
#   27688 (243)
#   27689 (168)
#   27690 (202)
#   27691 (225)
#   27692 (215)
#   27693 (235)
#   27694 (253)
#   27695 (240)
#   27696 (220)
#   27697 (256)
#   27698 (240)
#   27699 (202)
#   27700 (242)
#   27701 (237)
#   27702 (243)
#   27703 (256)
#   27704 (243)
#   27705 (219)
#   27706 (238)
#   27707 (220)
#   27708 (217)
#   27709 (241)
#   27710 (234)
#   27711 (236)
#   27712 (256)
#   27713 (239)
#   27714 (243)
#   27715 (234)
#   27716 (231)
#   27717 (229)
#   27718 (256)
#   27719 (241)
#   27720 (247)
#   27721 (246)
#   27722 (250)
#   27723 (253)
#   27724 (244)
#   27725 (254)
#   27726 (251)
#   27727 (256)
#   27728 (256)
#   27729 (247)
#   27898 (85)
#   27921 (86)
#   27922 (85)
#   27924 (97)
#   27945 (89)
#   27955 (89)
#   27956 (82)
#   27966 (84)
#   27972 (85)
#   27978 (83)
#   27986 (86)
#   27987 (82)
#   27989 (96)
#   27997 (96)
#   27998 (91)
#   28010 (92)
#   28015 (87)
#   28023 (96)
#   28024 (88)
#   28028 (93)
#   28029 (94)
#   28030 (90)
#   28031 (84)
#   28033 (83)
#   28034 (96)
#   28035 (93)
#   28036 (93)
#   28041 (89)
#   28052 (90)
#   28074 (87)
#   28286 (83)
#   28299 (83)
#   28306 (87)
#   28322 (83)
#   28353 (86)
#   28365 (93)
#   28366 (91)
#   28374 (90)
#   28379 (96)
#   28380 (95)
#   28392 (97)
#   28630 (90)
#   28631 (96)
#   28749 (89)
#   28762 (95)
#   28763 (91)
#   28807 (95)
#   29025 (96)
#   29049 (87)
#   29050 (87)
#   29062 (88)
#   29063 (96)
#   29064 (96)
#   29069 (96)
#   29070 (96)
#   29071 (96)
#   29072 (90)
#   29085 (90)
#   29087 (86)
#   29131 (87)
#   29132 (86)
#   29143 (90)
#   29169 (90)
#   29208 (92)
#   29388 (89)
#   29409 (83)
#   29420 (96)
#   29421 (92)
#   29426 (82)
#   29427 (82)
#   29432 (94)
#   29433 (83)
#   29445 (92)
#   29446 (92)
#   29453 (87)
#   29460 (92)
#   29464 (82)
#   29465 (84)
#   29469 (90)
#   29470 (84)
#   29473 (84)
#   29474 (84)
#   29478 (83)
#   29483 (87)
#   29485 (81)
#   29495 (94)
#   29508 (83)
#   29759 (96)
#   29772 (83)
#   29773 (84)
#   29782 (90)
#   29784 (93)
#   29866 (93)
#   29870 (89)
#   29883 (88)
#   30140 (88)
#   30141 (87)
#   30171 (94)
#   30186 (89)
#   30187 (91)
#   30190 (96)
#   30191 (92)
#   30192 (94)
#   30195 (96)
#   30197 (92)
#   30198 (86)
#   30203 (85)
#   30205 (83)
#   30216 (94)
#   30219 (87)
#   30221 (109)
#   30223 (96)
#   30233 (88)
#   30234 (86)
#   30235 (104)
#   30241 (84)
#   30242 (82)
#   30260 (84)
#   30261 (85)
#   30370 (256)
#   30371 (230)
#   30372 (227)
#   30373 (224)
#   30374 (224)
#   30375 (227)
#   30376 (240)
#   30377 (249)
#   30378 (256)
#   30379 (241)
#   30380 (236)
#   30381 (218)
#   30382 (244)
#   30383 (237)
#   30384 (138)
#   30442 (101)
#   30524 (91)
#   30525 (96)
#   30534 (86)
#   30535 (84)
#   30536 (99)
#   30542 (91)
#   30545 (100)
#   30548 (90)
#   30549 (81)
#   30573 (90)
#   30574 (87)
#   30582 (92)
#   30586 (89)
#   30587 (85)
#   30588 (93)
#   30593 (95)
#   30602 (90)
#   30603 (88)
#   30604 (93)
#   30605 (91)
#   30612 (93)
#   30617 (96)
#   30880 (86)
#   30899 (101)
#   30959 (82)
#   30962 (83)
#   30980 (96)
#   30981 (96)
#   31001 (88)
#   31006 (96)
#   31077 (96)
#   31172 (166)
#   31173 (126)
#   31174 (92)
#   31175 (161)
#   31176 (117)
#   31177 (256)
#   31178 (256)
#   31179 (256)
#   31180 (256)
#   31181 (256)
#   31182 (252)
#   31183 (256)
#   31184 (194)
#   31187 (179)
#   31188 (115)
#   31190 (255)
#   31191 (101)
#   31192 (256)
#   31193 (256)
#   31194 (253)
#   31195 (249)
#   31196 (193)
#   31197 (256)
#   31198 (104)
#   31202 (256)
#   31203 (256)
#   31204 (250)
#   31205 (256)
#   31206 (256)
#   31207 (256)
#   31208 (256)
#   31209 (254)
#   31210 (256)
#   31211 (256)
#   31212 (256)
#   31213 (256)
#   31214 (256)
#   31215 (256)
#   31216 (83)
#   31217 (256)
#   31218 (256)
#   31219 (256)
#   31220 (256)
#   31221 (240)
#   31222 (256)
#   31223 (253)
#   31224 (241)
#   31225 (256)
#   31226 (238)
#   31227 (256)
#   31228 (256)
#   31229 (256)
#   31230 (256)
#   31231 (252)
#   31232 (256)
#   31233 (256)
#   31234 (256)
#   31235 (256)
#   31236 (256)
#   31237 (256)
#   31238 (256)
#   31239 (248)
#   31240 (256)
#   31241 (256)
#   31242 (256)
#   31243 (256)
#   31244 (256)
#   31245 (256)
#   31246 (256)
#   31247 (256)
#   31248 (256)
#   31250 (94)
#   31253 (90)
#   31295 (81)
#   31326 (96)
#   31327 (90)
#   31362 (167)
#   31363 (141)
#   31364 (103)
#   31365 (176)
#   31366 (157)
#   31367 (256)
#   31368 (256)
#   31369 (256)
#   31370 (256)
#   31371 (256)
#   31372 (256)
#   31373 (256)
#   31374 (202)
#   31377 (151)
#   31378 (147)
#   31380 (253)
#   31381 (103)
#   31382 (256)
#   31383 (256)
#   31384 (256)
#   31385 (247)
#   31386 (212)
#   31387 (256)
#   31388 (107)
#   31392 (256)
#   31393 (256)
#   31394 (252)
#   31395 (256)
#   31396 (256)
#   31397 (256)
#   31398 (256)
#   31399 (256)
#   31400 (256)
#   31401 (256)
#   31402 (256)
#   31403 (256)
#   31404 (256)
#   31405 (256)
#   31406 (85)
#   31407 (256)
#   31408 (256)
#   31409 (256)
#   31410 (256)
#   31411 (256)
#   31412 (256)
#   31413 (256)
#   31414 (225)
#   31415 (256)
#   31416 (243)
#   31417 (256)
#   31418 (256)
#   31419 (256)
#   31420 (256)
#   31421 (249)
#   31422 (256)
#   31423 (256)
#   31424 (252)
#   31425 (256)
#   31426 (256)
#   31427 (256)
#   31428 (256)
#   31429 (224)
#   31513 (90)
#   31569 (85)
#   31577 (96)
#   31598 (88)
#   31618 (81)
#   31644 (91)
#   31645 (84)
#   31652 (84)
#   31653 (87)
#   31658 (93)
#   31671 (82)
#   31683 (84)
#   31690 (85)
#   31692 (84)
#   31915 (246)
#   31918 (256)
#   31920 (256)
#   31921 (256)
#   31922 (256)
#   31923 (256)
#   31924 (106)
#   31925 (255)
#   31926 (209)
#   31928 (256)
#   31930 (256)
#   31931 (256)
#   31932 (256)
#   31933 (256)
#   31935 (256)
#   31936 (256)
#   31937 (256)
#   31938 (256)
#   31939 (256)
#   31940 (256)
#   31941 (256)
#   31942 (102)
#   31943 (256)
#   31944 (256)
#   31945 (256)
#   31946 (256)
#   31947 (256)
#   31948 (244)
#   31949 (199)
#   31950 (256)
#   31951 (256)
#   31952 (256)
#   31953 (256)
#   31954 (256)
#   31955 (256)
#   31956 (256)
#   31957 (238)
#   31958 (256)
#   31959 (256)
#   31960 (256)
#   31961 (256)
#   31962 (256)
#   31963 (256)
#   31964 (256)
#   31967 (256)
#   31968 (256)
#   31969 (256)
#   31970 (256)
#   31971 (246)
#   31972 (256)
#   31973 (256)
#   31974 (234)
#   31975 (160)
#   31976 (101)
#   31977 (256)
#   31978 (226)
#   31979 (256)
#   31980 (256)
#   31981 (192)
#   31982 (256)
#   31983 (96)
#   31984 (229)
#   31985 (138)
#   31987 (84)
#   31989 (256)
#   31990 (256)
#   31992 (147)
#   31994 (256)
#   31995 (105)
#   31997 (256)
#   31998 (256)
#   31999 (256)
#   32004 (256)
#   32007 (107)
#   32008 (86)
#   32009 (256)
#   32010 (83)
#   32014 (256)
#   32016 (82)
#   32019 (256)
#   32024 (256)
#   32029 (256)
#   32034 (256)
#   32040 (84)
#   32053 (82)
#   32063 (88)
#   32085 (84)
#   32090 (96)
#   32254 (256)
#   32269 (256)
#   32270 (256)
#   32367 (96)
#   32391 (83)
#   32412 (84)
#   32414 (86)
#   32417 (102)
#   32422 (85)
#   32423 (100)
#   32432 (82)
#   32441 (81)
#   32662 (94)
#   32705 (85)
#   32706 (93)
#   32716 (89)
#   32717 (91)
#   32718 (94)
#   32761 (103)
#   32772 (104)
#   32774 (97)
#   32780 (109)
#   32781 (98)
#   32782 (100)
#   32783 (94)
#   32792 (96)
#   32793 (100)
#   32805 (88)
#   32816 (92)
#   32817 (90)
#   32836 (94)
#   32837 (83)
#   32848 (86)
#   32850 (84)
#   33044 (96)
#   33069 (96)
#   33070 (96)
#   33099 (96)
#   33100 (96)
#   33101 (90)
#   33114 (93)
#   33125 (94)
#   33143 (83)
#   33163 (92)
#   33169 (88)
#   33174 (88)
#   33175 (102)
#   33187 (95)
#   33192 (96)
#   33193 (95)
#   33194 (95)
#   33205 (98)
#   33206 (96)
#   33207 (98)
#   33208 (97)
#   33210 (93)
#   33252 (97)
#   33419 (83)
#   33427 (81)
#   33438 (81)
#   33440 (81)
#   33443 (84)
#   33445 (82)
#   33458 (89)
#   33476 (92)
#   33477 (91)
#   33494 (90)
#   33500 (82)
#   33513 (84)
#   33518 (94)
#   33519 (84)
#   33523 (90)
#   33524 (97)
#   33526 (86)
#   33529 (96)
#   33544 (110)
#   33545 (112)
#   33547 (89)
#   33549 (93)
#   33550 (91)
#   33552 (85)
#   33557 (91)
#   33570 (102)
#   33571 (90)
#   33581 (81)
#   33591 (85)
#   33790 (105)
#   33865 (108)
#   33874 (87)
#   33877 (94)
#   33888 (92)
#   33889 (92)
#   33894 (90)
#   33902 (87)
#   33903 (81)
#   33907 (91)
#   33908 (96)
#   33909 (96)
#   33919 (88)
#   33920 (86)
#   33955 (96)
#   33958 (96)
#   34172 (94)
#   34183 (98)
#   34185 (99)
#   34204 (96)
#   34211 (96)
#   34216 (96)
#   34228 (102)
#   34239 (96)
#   34242 (96)
#   34247 (96)
#   34257 (100)
#   34258 (96)
#   34270 (95)
#   34278 (95)
#   34285 (92)
#   34290 (93)
#   34291 (94)
#   34546 (100)
#   34584 (101)
#   34585 (91)
#   34611 (101)
#   34621 (85)
#   34622 (84)
#   34637 (95)
#   34640 (83)
#   34641 (96)
#   34647 (84)
#   34655 (96)
#   34661 (96)
#   34686 (96)
#   34709 (91)
#   34717 (91)
#   34769 (111)
#   34881 (96)
#   34917 (96)
#   34918 (96)
#   34925 (96)
#   34949 (83)
#   34960 (87)
#   34961 (88)
#   34965 (96)
#   34966 (89)
#   34967 (88)
#   34970 (88)
#   35002 (86)
#   35023 (91)
#   35055 (87)
#   35219 (256)
#   35220 (256)
#   35221 (256)
#   35222 (256)
#   35223 (256)
#   35224 (207)
#   35225 (256)
#   35226 (256)
#   35227 (256)
#   35228 (254)
#   35229 (255)
#   35230 (235)
#   35231 (256)
#   35232 (256)
#   35233 (256)
#   35234 (256)
#   35235 (256)
#   35236 (256)
#   35237 (256)
#   35238 (256)
#   35239 (256)
#   35240 (256)
#   35241 (256)
#   35242 (256)
#   35243 (250)
#   35244 (256)
#   35245 (256)
#   35246 (256)
#   35247 (256)
#   35248 (256)
#   35274 (91)
#   35275 (88)
#   35280 (90)
#   35287 (90)
#   35288 (90)
#   35289 (94)
#   35294 (90)
#   35295 (93)
#   35298 (90)
#   35299 (94)
#   35325 (93)
#   35355 (96)
#   35388 (102)
#   35411 (85)
#   35419 (84)
#   35600 (88)
#   35618 (90)
#   35638 (91)
#   35645 (93)
#   35657 (86)
#   35658 (84)
#   35669 (85)
#   35675 (85)
#   35676 (95)
#   35694 (93)
#   35750 (93)
#   35795 (87)
#   35801 (84)
#   36145 (96)
#   36150 (102)
#   36378 (119)
#   36404 (95)
#   36415 (83)
#   36416 (88)
#   36429 (90)
#   36447 (84)
#   36453 (85)
#   36454 (84)
#   36464 (98)
#   36467 (89)
#   36516 (83)
#   36517 (99)
#   36733 (83)
#   36734 (95)
#   36766 (96)
#   36789 (85)
#   36797 (94)
#   36809 (84)
#   36817 (89)
#   37080 (89)
#   37086 (104)
#   37106 (86)
#   37129 (97)
#   37136 (102)
#   37149 (96)
#   37150 (100)
#   37160 (104)
#   37163 (104)
#   37192 (102)
#   37393 (100)
#   37487 (83)
#   37630 (94)
#   37639 (94)
#   37656 (91)
#   37657 (87)
#   37837 (84)
#   37838 (84)
#   37857 (95)
#   37869 (85)
#   37876 (95)
#   37878 (96)
#   37881 (85)
#   37894 (85)
#   37895 (82)
#   37896 (96)
#   37903 (81)
#   37906 (90)
#   37913 (88)
#   37972 (256)
#   38254 (99)
#   38265 (88)
#   38384 (138)
#   38432 (94)
#   38516 (84)
#   38528 (82)
#   38529 (84)
#   38540 (81)
#   38566 (84)
#   38609 (93)
#   38628 (87)
#   38629 (89)
#   38631 (234)
#   38640 (92)
#   38641 (90)
#   38646 (84)
#   38647 (84)
#   38653 (95)
#   38654 (88)
#   38665 (89)
#   38666 (89)
#   38940 (88)
#   38942 (85)
#   38987 (205)
#   39005 (89)
#   39012 (231)
#   39137 (89)
#   39151 (81)
#   39198 (81)
#   39238 (82)
#   39260 (87)
#   39270 (82)
#   39331 (92)
#   39336 (90)
#   39343 (90)
#   39344 (83)
#   39348 (81)
#   39374 (85)
#   39380 (87)
#   39381 (92)
#   39388 (84)
#   39389 (90)
#   39394 (83)
#   39417 (81)
#   39429 (95)
#   39473 (83)
#   39586 (85)
#   39610 (84)
#   39620 (86)
#   39624 (95)
#   39627 (81)
#   39630 (85)
#   39642 (81)
#   39650 (100)
#   39659 (97)
#   39660 (91)
#   39668 (231)
#   39675 (92)
#   39680 (89)
#   39681 (91)
#   39687 (90)
#   39694 (96)
#   39695 (84)
#   39696 (93)
#   39700 (97)
#   39701 (84)
#   39724 (95)
#   39730 (84)
#   39743 (91)
#   39790 (84)
#   39795 (81)
#   39796 (81)
#   39802 (84)
#   39803 (86)
#   39805 (86)
#   39809 (90)
#   39815 (85)
#   39818 (90)
#   39821 (85)
#   39841 (84)
#   39842 (81)
#   39845 (84)
#   39849 (84)
#   39850 (93)
#   39861 (83)
#   39863 (84)
#   39869 (96)
#   39870 (82)
#   39872 (82)
#   39874 (85)
#   39879 (86)
#   39882 (82)
#   39883 (93)
#   39885 (82)
#   39889 (89)
#   39891 (84)
#   39895 (84)
#   39896 (81)
#   39900 (85)
#   39902 (81)
#   39903 (81)
#   39910 (83)
#   39913 (99)
#   39964 (256)
#   39965 (82)
#   39969 (88)
#   40033 (84)
#   40057 (90)
#   40082 (90)
#   40089 (89)
#   40102 (94)
#   40107 (91)
#   40113 (84)
#   40114 (87)
#   40366 (88)
#   40402 (98)
#   40439 (91)
#   40457 (93)
#   40458 (94)
#   40510 (100)
#   40527 (83)
#   40583 (86)
#   40734 (88)
#   40776 (108)
#   40778 (103)
#   40788 (81)
#   40791 (90)
#   40798 (107)
#   40801 (91)
#   40815 (101)
#   40816 (91)
#   40822 (86)
#   40833 (112)
#   40841 (95)
#   40842 (94)
#   40858 (91)
#   40986 (96)
#   41041 (90)
#   41073 (87)
#   41075 (86)
#
#   [Grouped Ranges Allowing Small Breaks]
#   FORMAT:  frame_start, frame_end (percentage combed)
#
#   314,319 (50.0%)
#   395,415 (23.8%)
#   438,486 (28.6%)
#   658,702 (17.8%)
#   720,722 (100.0%)
#   746,839 (31.9%)
#   870,883 (14.3%)
#   1054,1059 (33.3%)
#   1078,1171 (19.1%)
#   1228,1240 (23.1%)
#   1466,1484 (21.1%)
#   1498,1554 (22.8%)
#   1854,1867 (28.6%)
#   2257,2262 (33.3%)
#   2581,2586 (33.3%)
#   2995,3028 (17.6%)
#   3050,3060 (18.2%)
#   3765,3773 (44.4%)
#   4068,4081 (14.3%)
#   4115,4116 (100.0%)
#   4330,4331 (100.0%)
#   4529,4535 (28.6%)
#   4818,4819 (100.0%)
#   4859,4883 (48.0%)
#   4907,4938 (12.5%)
#   5252,5259 (25.0%)
#   5277,5278 (100.0%)
#   5333,5334 (100.0%)
#   5608,5622 (20.0%)
#   5703,5710 (37.5%)
#   5967,5980 (28.6%)
#   6073,6074 (100.0%)
#   6093,6094 (100.0%)
#   6447,6463 (29.4%)
#   6481,6487 (28.6%)
#   7914,7922 (22.2%)
#   8949,8950 (100.0%)
#   9037,9043 (28.6%)
#   9394,9402 (33.3%)
#   9763,9772 (30.0%)
#   11663,11689 (22.2%)
#   12003,12008 (33.3%)
#   12027,12048 (22.7%)
#   12283,12298 (25.0%)
#   12354,12398 (22.2%)
#   12417,12428 (16.7%)
#   12778,12798 (38.1%)
#   13121,13131 (18.2%)
#   13533,13544 (25.0%)
#   13886,13927 (23.8%)
#   14234,14271 (13.2%)
#   14648,14661 (14.3%)
#   14981,14996 (25.0%)
#   15011,15033 (13.0%)
#   15337,15348 (16.7%)
#   15413,15425 (15.4%)
#   15775,15788 (14.3%)
#   16101,16135 (25.7%)
#   16151,16177 (33.3%)
#   17199,17203 (40.0%)
#   17279,17293 (100.0%)
#   17995,18002 (25.0%)
#   18040,18053 (14.3%)
#   18095,18101 (57.1%)
#   18854,18865 (16.7%)
#   19073,19074 (100.0%)
#   20526,20527 (100.0%)
#   20614,20619 (83.3%)
#   21355,21360 (33.3%)
#   22413,22431 (31.6%)
#   22791,22794 (50.0%)
#   22816,22827 (16.7%)
#   22846,22858 (23.1%)
#   23216,23217 (100.0%)
#   23241,23247 (28.6%)
#   23993,24003 (18.2%)
#   24638,24640 (100.0%)
#   24655,24668 (14.3%)
#   25002,25021 (25.0%)
#   25052,25058 (28.6%)
#   25286,25317 (18.8%)
#   25403,25473 (26.8%)
#   25961,26012 (94.2%)
#   26062,26114 (75.5%)
#   26355,26398 (95.5%)
#   27276,27283 (25.0%)
#   27560,27573 (14.3%)
#   27620,27622 (100.0%)
#   27671,27672 (100.0%)
#   27688,27729 (100.0%)
#   27921,27924 (75.0%)
#   27945,28052 (23.1%)
#   28286,28306 (14.3%)
#   28353,28392 (17.5%)
#   28630,28631 (100.0%)
#   28749,28763 (20.0%)
#   29049,29087 (28.2%)
#   29131,29143 (23.1%)
#   29409,29508 (22.0%)
#   29759,29784 (19.2%)
#   29866,29883 (16.7%)
#   30140,30141 (100.0%)
#   30186,30242 (33.3%)
#   30260,30261 (100.0%)
#   30370,30384 (100.0%)
#   30524,30549 (34.6%)
#   30573,30617 (28.9%)
#   30959,30962 (50.0%)
#   30980,30981 (100.0%)
#   31001,31006 (33.3%)
#   31172,31253 (89.0%)
#   31326,31327 (100.0%)
#   31362,31429 (91.2%)
#   31569,31577 (22.2%)
#   31644,31692 (18.4%)
#   31915,32063 (57.7%)
#   32085,32090 (33.3%)
#   32269,32270 (100.0%)
#   32412,32441 (23.3%)
#   32705,32718 (35.7%)
#   32761,32817 (21.1%)
#   32836,32850 (26.7%)
#   33069,33070 (100.0%)
#   33099,33125 (18.5%)
#   33163,33210 (27.1%)
#   33419,33458 (17.5%)
#   33476,33477 (100.0%)
#   33494,33529 (25.0%)
#   33544,33591 (22.9%)
#   33865,33920 (23.2%)
#   33955,33958 (50.0%)
#   34172,34185 (21.4%)
#   34204,34291 (15.9%)
#   34584,34585 (100.0%)
#   34611,34622 (25.0%)
#   34637,34661 (24.0%)
#   34709,34717 (22.2%)
#   34917,34925 (33.3%)
#   34949,34970 (31.8%)
#   35219,35248 (100.0%)
#   35274,35299 (38.5%)
#   35411,35419 (22.2%)
#   35638,35676 (17.9%)
#   35795,35801 (28.6%)
#   36145,36150 (33.3%)
#   36404,36429 (15.4%)
#   36447,36467 (23.8%)
#   36516,36517 (100.0%)
#   36733,36734 (100.0%)
#   36789,36817 (13.8%)
#   37080,37086 (28.6%)
#   37129,37163 (17.1%)
#   37630,37639 (20.0%)
#   37656,37657 (100.0%)
#   37837,37838 (100.0%)
#   37857,37913 (19.3%)
#   38254,38265 (16.7%)
#   38516,38540 (16.0%)
#   38628,38666 (28.2%)
#   38940,38942 (66.7%)
#   39005,39012 (25.0%)
#   39260,39270 (18.2%)
#   39331,39348 (27.8%)
#   39374,39394 (28.6%)
#   39417,39429 (15.4%)
#   39610,39701 (20.7%)
#   39724,39743 (15.0%)
#   39790,39821 (31.2%)
#   39841,39913 (32.9%)
#   39964,39969 (50.0%)
#   40082,40114 (18.2%)
#   40457,40458 (100.0%)
#   40776,40801 (23.1%)
#   40815,40842 (21.4%)
#   41073,41075 (66.7%)
#
#
# [POSSIBLE MISSED COMBED FRAMES]
#
#   FORMAT:  frame_number (mic_value)
#
#   48 (34)
#   66 (32)
#   70 (40)
#   150 (63)
#   208 (45)
#   240 (55)
#   263 (54)
#   265 (38)
#   271 (33)
#   326 (31)
#   366 (45)
#   521 (55)
#   530 (38)
#   596 (35)
#   600 (55)
#   628 (40)
#   802 (55)
#   864 (58)
#   988 (49)
#   1115 (46)
#   1226 (45)
#   1250 (41)
#   1272 (43)
#   1317 (46)
#   1341 (25)
#   1356 (36)
#   1391 (31)
#   1394 (27)
#   1459 (59)
#   1475 (40)
#   1520 (37)
#   1551 (33)
#   1557 (47)
#   1559 (40)
#   1599 (80)
#   1619 (44)
#   1626 (36)
#   1716 (33)
#   1742 (50)
#   1781 (49)
#   1797 (36)
#   1834 (61)
#   1839 (39)
#   1848 (49)
#   1881 (47)
#   1923 (52)
#   1933 (29)
#   1951 (33)
#   1961 (42)
#   1984 (37)
#   2020 (29)
#   2023 (44)
#   2042 (51)
#   2079 (32)
#   2140 (30)
#   2178 (28)
#   2214 (56)
#   2234 (47)
#   2364 (32)
#   2389 (28)
#   2401 (26)
#   2454 (57)
#   2466 (52)
#   2495 (49)
#   2513 (29)
#   2524 (52)
#   2530 (41)
#   2541 (37)
#   2543 (35)
#   2567 (39)
#   2572 (47)
#   2633 (31)
#   2644 (32)
#   2691 (71)
#   2695 (74)
#   2716 (22)
#   2723 (24)
#   2738 (32)
#   2740 (39)
#   2746 (24)
#   2780 (26)
#   2787 (52)
#   2790 (54)
#   2813 (37)
#   2816 (39)
#   2832 (50)
#   2883 (36)
#   2890 (49)
#   2914 (33)
#   2930 (45)
#   3002 (79)
#   3030 (29)
#   3032 (33)
#   3056 (36)
#   3137 (28)
#   3154 (18)
#   3259 (65)
#   3284 (37)
#   3348 (68)
#   3389 (44)
#   3398 (23)
#   3418 (40)
#   3432 (32)
#   3505 (69)
#   3506 (77)
#   3514 (37)
#   3531 (75)
#   3594 (29)
#   3598 (48)
#   3609 (42)
#   3665 (77)
#   3905 (25)
#   3954 (39)
#   3972 (38)
#   3992 (44)
#   3996 (45)
#   4005 (48)
#   4028 (29)
#   4048 (79)
#   4109 (41)
#   4124 (39)
#   4193 (31)
#   4223 (35)
#   4241 (29)
#   4255 (25)
#   4433 (29)
#   4507 (30)
#   4518 (31)
#   4520 (27)
#   4543 (48)
#   4561 (52)
#   4612 (30)
#   4623 (42)
#   4642 (42)
#   4681 (33)
#   4686 (41)
#   4692 (45)
#   4767 (37)
#   4783 (36)
#   4814 (52)
#   4824 (37)
#   4853 (54)
#   4919 (80)
#   4927 (33)
#   4942 (35)
#   4964 (35)
#   4966 (44)
#   4998 (35)
#   5049 (29)
#   5051 (35)
#   5080 (29)
#   5125 (45)
#   5145 (27)
#   5170 (42)
#   5224 (34)
#   5232 (45)
#   5239 (56)
#   5246 (62)
#   5249 (44)
#   5256 (37)
#   5264 (36)
#   5308 (35)
#   5310 (37)
#   5383 (35)
#   5387 (31)
#   5392 (41)
#   5425 (27)
#   5454 (33)
#   5522 (29)
#   5532 (65)
#   5554 (35)
#   5577 (59)
#   5599 (27)
#   5626 (37)
#   5677 (56)
#   5692 (37)
#   5704 (80)
#   5732 (51)
#   5742 (80)
#   5745 (29)
#   5757 (30)
#   5763 (39)
#   5767 (33)
#   5771 (80)
#   5790 (42)
#   5792 (29)
#   5809 (40)
#   5830 (56)
#   5833 (28)
#   5893 (47)
#   5905 (47)
#   5928 (45)
#   5958 (35)
#   6007 (37)
#   6016 (38)
#   6021 (49)
#   6034 (56)
#   6069 (36)
#   6087 (74)
#   6178 (33)
#   6197 (49)
#   6224 (31)
#   6248 (54)
#   6274 (45)
#   6331 (49)
#   6335 (33)
#   6344 (67)
#   6350 (80)
#   6373 (71)
#   6418 (32)
#   6433 (36)
#   6533 (43)
#   6583 (38)
#   6635 (31)
#   6645 (56)
#   6685 (59)
#   6718 (80)
#   6750 (66)
#   6757 (46)
#   6789 (33)
#   6802 (41)
#   6805 (30)
#   6810 (41)
#   6894 (39)
#   6904 (33)
#   6915 (61)
#   6941 (32)
#   6963 (36)
#   7068 (48)
#   7087 (30)
#   7202 (39)
#   7221 (36)
#   7255 (29)
#   7273 (62)
#   7292 (29)
#   7308 (41)
#   7310 (40)
#   7338 (46)
#   7364 (36)
#   7390 (58)
#   7407 (39)
#   7492 (33)
#   7547 (71)
#   7564 (45)
#   7574 (58)
#   7576 (38)
#   7620 (36)
#   7625 (44)
#   7638 (49)
#   7663 (45)
#   7712 (37)
#   7761 (55)
#   7789 (65)
#   7791 (50)
#   7820 (50)
#   7849 (35)
#   7948 (39)
#   7951 (35)
#   8016 (42)
#   8039 (47)
#   8057 (42)
#   8059 (50)
#   8067 (51)
#   8092 (40)
#   8101 (43)
#   8176 (44)
#   8192 (56)
#   8224 (32)
#   8227 (31)
#   8229 (39)
#   8323 (34)
#   8336 (65)
#   8355 (45)
#   8376 (58)
#   8408 (43)
#   8413 (30)
#   8443 (54)
#   8557 (52)
#   8566 (44)
#   8611 (62)
#   8620 (57)
#   8646 (53)
#   8648 (58)
#   8678 (47)
#   8713 (34)
#   8715 (61)
#   8717 (34)
#   8746 (43)
#   8781 (36)
#   8807 (76)
#   8830 (52)
#   8835 (38)
#   8848 (47)
#   8868 (58)
#   8924 (29)
#   8955 (43)
#   8973 (31)
